relpath	source	ref	n_lines	prose_p50	prose_p90	width_var	hard_breaks	disposition
tst-planning-analysis/117-working-together.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	30	61	214	23714.4	0	mixed
tst-planning-analysis/514-capacity-planning-under-uncertainty---planning-for-unpredictable-load-patterns.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	55	74	437	26774.3	8	mixed
tst-planning-analysis/928-database-connection-pooling---efficient-database-resource-management.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	64	76	341	15112.9	3	mixed
tst-planning-analysis/411-debugging-generated-code.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	136	32	62	552.5	1	mixed
tst-planning-analysis/792-worker-process-management---supervising-child-processes-effectively.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	56	66	359	26248.9	2	mixed
tst-planning-analysis/315-architectural-decay-detection-through-temporal-coupling.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	34	82	183	15105.9	3	mixed
tst-planning-analysis/297-lines-of-code-as-complexity-proxy---language-neutral-metrics-for-development-time-optimization.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	30	99	594	30996.4	3	mixed
tst-planning-analysis/736-enumerable-protocol-design---making-types-iterable-and-processable.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	65	73	251	13361.7	3	mixed
tst-planning-analysis/950-type-safety-through-pattern-matching---leveraging-elixirs-type-inference.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	46	82	307	19341.6	7	mixed
tst-planning-analysis/510-root-cause-analysis---systematic-investigation-of-failure-origins.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	42	88	292	22590.5	1	mixed
tst-planning-analysis/803-risk-weighted-technology-adoption---balancing-cutting-edge-features-against-deployment-complexity.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	65	66	175	12401.2	5	mixed
tst-planning-analysis/284-type-system-integration-principles---gradual-adoption-without-syntax-changes.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	31	93	198	38333.4	4	mixed
tst-planning-analysis/494-incremental-development-strategy---building-working-systems-iteratively.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	60	85	276	12530.4	3	mixed
tst-planning-analysis/533-security-as-continuous-process---ongoing-security-maintenance-patterns.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	49	70	185	7139.2	1	mixed
tst-planning-analysis/495-throwaway-vs-evolutionary-prototypes---different-prototyping-approaches.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	63	88	265	13099.2	1	mixed
tst-planning-analysis/946-error-handling-pipeline-design---with-statements-and-error-propagation.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	50	78	406	19352.4	2	mixed
tst-planning-analysis/074-requirements-pit.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	53	83	343	19862.2	5	mixed
tst-planning-analysis/160-assertive-programming.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	38	66	80	8714.1	2	wrapped
tst-planning-analysis/133-keyword-lists.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	21	69	187	41509.3	0	mixed
tst-planning-analysis/784-input-output-distribution---managing-i-o-across-distributed-systems.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	73	67	208	13360.3	3	mixed
tst-planning-analysis/702-data-transformation-programming-paradigm.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	57	77	370	21829.3	2	mixed
tst-planning-analysis/909-security-configuration-management---environment-based-security-hardening.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	70	68	225	12602.4	2	mixed
tst-planning-analysis/145-platform-ecosystem.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	19	69	597	51192.4	1	mixed
tst-planning-analysis/704-complex-pattern-matching-strategies---advanced-matching-techniques-for-structured-data-and-complex-expressions.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	99	30	66	619.2	3	mixed
tst-planning-analysis/616-message-queue-testing-patterns.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	118	35	70	616.2	7	mixed
tst-planning-analysis/065-design-by-contract.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	205	27	65	619.1	2	mixed
tst-planning-analysis/600-process-pool-management-strategies.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	67	54	275	22050.2	7	mixed
tst-planning-analysis/239-change-coupling-detection---predicting-future-development-time-explosions.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	34	86	240	25031.1	2	mixed
tst-planning-analysis/060-supervisor-trees.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	76	75	151	9575.1	2	mixed
tst-planning-analysis/956-machine-learning-model-serving---real-time-inference-in-production.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	65	69	360	20836.4	1	mixed
tst-planning-analysis/479-knowledge-duplication-vs-code-duplication---different-types-of-duplication.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	67	70	269	12231.1	3	mixed
tst-planning-analysis/872-binary-pattern-matching-efficiency---avoiding-string-operations-for-performance.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	65	72	148	16182.1	2	mixed
tst-planning-analysis/777-process-overhead-and-actor-model-scalability.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	66	87	225	13067.7	2	mixed
tst-planning-analysis/135-raising-exceptions.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	19	79	697	68640.6	0	mixed
tst-planning-analysis/063-version-control-everything.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	158	33	68	560.0	5	mixed
tst-planning-analysis/701-technical-and-social-view-integration---methods-for-combining-code-metrics-with-organizational-data.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	49	98	337	18002.9	1	mixed
tst-planning-analysis/127-ets-concurrent-state.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	22	78	863	107171.5	0	mixed
tst-planning-analysis/528-provisioning-and-deployment-services---automated-infrastructure-management.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	62	75	250	16424.8	2	mixed
tst-planning-analysis/795-supervisor-tree-design---hierarchical-supervision-for-complex-systems.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	62	67	283	17944.6	2	mixed
tst-planning-analysis/713-variable-scope-management---lexical-scoping-and-variable-visibility-rules.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	54	72	159	13765.3	2	mixed
tst-planning-analysis/624-reckless-vs-deliberate-debt-classification---techniques-to-distinguish-between-intentional-technical-debt-and-accidental-complexity.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	58	81	328	19308.8	5	mixed
tst-planning-analysis/630-change-frequency-as-interest-rate-proxy---validation-and-calibration-of-change-frequency-as-debt-interest-measurement.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	60	58	229	11685.8	1	mixed
tst-planning-analysis/371-vm-pattern-matching-leverage---using-the-vms-pattern-matching-engine-effectively-in-generated-code.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	65	59	223	15110.9	2	mixed
tst-planning-analysis/376-compile-time-hooks-and-beforecompile---managing-compilation-timing-with-beforecompile-hooks.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	64	76	232	11952.3	2	mixed
tst-planning-analysis/516-nic-configuration-patterns---network-interface-management-in-production.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	63	69	279	19488.0	2	mixed
tst-planning-analysis/861-automatic-cluster-formation-strategies---gossip-dns-kubernetes-based-node-discovery.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	73	68	254	9087.7	6	mixed
tst-planning-analysis/440-assumption-validation---testing-programming-assumptions-and-avoiding-coincidental-programming.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	46	92	227	10511.1	2	mixed
tst-planning-analysis/351-quality-prediction-models---using-historical-data-to-predict-future-quality-issues-and-maintenance-needs.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	26	96	199	13499.6	1	mixed
tst-planning-analysis/442-test-automation---automated-testing-infrastructure-and-comprehensive-testing-approaches.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	77	60	237	12593.6	5	mixed
tst-planning-analysis/766-integration-testing-approaches---testing-system-components-together.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	139	36	63	550.0	4	mixed
tst-planning-analysis/527-platform-ecosystem-selection---choosing-control-plane-components.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	136	42	61	511.5	1	mixed
tst-planning-analysis/945-pipeline-data-transformation---functional-composition-patterns.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	75	67	277	9505.7	2	mixed
tst-planning-analysis/199-infrastructure-abstraction-layers---the-comprehension-discontinuity-multiplier.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	23	147	654	62194.3	1	clean
tst-planning-analysis/216-process-and-organization---decision-loop-optimization.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	29	98	659	40974.2	2	mixed
tst-planning-analysis/311-temporal-coupling-detection---mining-change-history-for-hidden-dependencies.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	36	104	219	20970.9	1	mixed
tst-planning-analysis/519-socket-binding-best-practices---secure-network-interface-binding.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	56	74	236	16506.6	3	mixed
tst-planning-analysis/300-large-scale-system-hotspot-visualization.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	34	88	204	14324.9	3	mixed
tst-planning-analysis/334-developer-expertise-analysis---quantifying-individual-contributor-expertise-in-different-system-areas.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	33	83	213	17655.9	3	mixed
tst-planning-analysis/794-fault-tolerance-patterns---building-resilient-systems-through-supervision.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	133	29	65	629.3	2	mixed
tst-planning-analysis/008-good-enough-software.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	28	64	173	20019.8	2	mixed
tst-planning-analysis/669-clean-vs-dirty-architecture-pattern-recognition.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	51	86	313	18123.1	2	mixed
tst-planning-analysis/084-data-layer-design.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	80	68	203	9971.9	1	mixed
tst-planning-analysis/131-closures-lexical-scope.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	23	94	383	26615.9	1	mixed
tst-planning-analysis/593-clean-startup-and-shutdown-patterns.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	57	78	310	17956.0	3	mixed
tst-planning-analysis/767-interactive-development---using-iex-for-exploration-and-debugging.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	140	30	60	534.9	3	mixed
tst-planning-analysis/155-shell-games.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	46	68	93	6324.8	1	wrapped
tst-planning-analysis/508-outage-response-protocols---structured-incident-response-procedures.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	54	85	356	24067.6	3	mixed
tst-planning-analysis/182-updating-maps.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	39	88	113	12638.8	3	mixed
tst-planning-analysis/659-operational-team-boundary-detection---using-code-patterns-to-identify-optimal-team-structures.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	56	77	236	11900.7	2	mixed
tst-planning-analysis/748-exception-based-design-patterns---designing-systems-with-proper-error-handling.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	57	89	240	14407.4	2	mixed
tst-planning-analysis/390-property-based-testing-for-macros.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	64	80	267	13034.0	2	mixed
tst-planning-analysis/551-testing-gap-analysis---production-vs-testing-environment-differences.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	63	83	212	16747.7	4	mixed
tst-planning-analysis/564-float-precision-vs-integer-arithmetic-trade-offs.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	69	73	225	9536.4	3	mixed
tst-planning-analysis/731-complex-list-pattern-matching---advanced-destructuring-and-pattern-recognition.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	66	65	220	10595.5	1	mixed
tst-planning-analysis/684-adaptive-behavior-in-metric-systems---how-measurement-systems-change-developer-behavior-and-destroy-data-validity.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	72	72	274	13402.2	5	mixed
tst-planning-analysis/280-guard-analysis-type-narrowing.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	34	80	547	38002.1	0	mixed
tst-planning-analysis/904-container-orchestration-patterns---kubernetes-integration-with-elixir-applications.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	56	85	314	17838.0	2	mixed
tst-planning-analysis/774-process-overhead-management---understanding-performance-characteristics-of-processes.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	62	77	166	9635.1	1	mixed
tst-planning-analysis/361-system-health-monitoring-via-forensics---continuous-monitoring-of-codebase-health-using-forensic-analysis-techniques.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	25	102	464	25270.3	1	mixed
tst-planning-analysis/197-phenomenal-cosmic-powers-itty-bitty-living-space---domain-temporal-patterns.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	29	92	464	26753.3	4	mixed
tst-planning-analysis/445-cross-cultural-naming---international-development-considerations-in-naming-conventions.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	109	42	71	623.9	2	mixed
tst-planning-analysis/496-architecture-exploration---using-prototypes-to-understand-design.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	57	82	245	10393.0	3	mixed
tst-planning-analysis/005-tracer-bullets.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	29	56	87	19296.8	0	wrapped
tst-planning-analysis/397-html-safety-and-escaping-in-generated-code.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	79	67	201	9440.9	6	mixed
tst-planning-analysis/052-hosts-vms-containers.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	46	125	200	17817.2	3	clean
tst-planning-analysis/424-data-format-evolution---supporting-format-changes-and-vendor-lock-in-avoidance-through-abstraction.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	62	74	203	13462.3	2	mixed
tst-planning-analysis/951-native-json-processing-optimization.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	57	64	234	13781.6	1	mixed
tst-planning-analysis/882-parameterized-test-generation---elixir-118-parameterized-testing-patterns.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	77	59	301	13290.0	2	mixed
tst-planning-analysis/883-behavior-based-mocking-systems---mox-framework-for-reliable-test-isolation.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	52	106	324	12193.6	4	mixed
tst-planning-analysis/025-pipe-operator.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	38	73	98	13017.8	2	mixed
tst-planning-analysis/954-webassembly-integration-patterns---wasm-modules-in-elixir-applications.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	58	80	257	16618.5	3	mixed
tst-planning-analysis/219-antecedents-of-chaos-engineering---preventing-debugging-catastrophes-through-controlled-failure.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	31	97	180	26396.0	2	mixed
tst-planning-analysis/462-collateral-damage-prevention---first-do-no-harm-during-crisis.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	57	103	300	12167.3	2	mixed
tst-planning-analysis/226-advanced-protocol-patterns---extensible-polymorphism-for-development-velocity.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	30	95	514	26960.0	1	mixed
tst-planning-analysis/143-system-failure-human-failure.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	19	73	669	62020.6	3	mixed
tst-planning-analysis/447-creative-problem-solving---innovative-solution-approaches-and-lateral-thinking.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	72	65	239	11919.5	3	mixed
tst-planning-analysis/566-linked-list-vs-array-trade-offs.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	57	70	184	15987.7	2	mixed
tst-planning-analysis/412-tooling-support-for-metaprogramming.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	66	70	229	18835.0	3	mixed
tst-planning-analysis/286-maintenance-first-development---optimizing-for-comprehension-over-creation.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	28	100	557	29987.0	1	mixed
tst-planning-analysis/009-knowledge-portfolio.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	28	71	208	24454.6	0	mixed
tst-planning-analysis/238-rising-hotspot-detection---predictive-maintenance-problem-prevention.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	26	106	589	37992.7	2	mixed
tst-planning-analysis/741-string-binary-duality---understanding-the-relationship-between-strings-and-binaries.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	60	76	276	15704.2	1	mixed
tst-planning-analysis/691-git-based-behavioral-analysis-techniques.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	146	36	68	698.7	1	mixed
tst-planning-analysis/612-integration-testing-strategies---testing-entire-component-interactions-as-end-users-would.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	63	93	297	13660.2	1	mixed
tst-planning-analysis/720-function-as-core-abstraction---functions-as-the-primary-unit-of-computation.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	59	76	255	14217.2	2	mixed
tst-planning-analysis/446-stakeholder-management---working-with-diverse-stakeholders-in-requirements-discovery.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	127	33	71	743.5	2	mixed
tst-planning-analysis/100-conways-law-team-alignment.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	145	40	71	691.9	2	mixed
tst-planning-analysis/673-service-communication-pattern-analysis.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	73	82	227	10977.5	1	mixed
tst-planning-analysis/605-persistence-layer-decoupling.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	85	54	199	10784.8	6	mixed
tst-planning-analysis/788-process-registration-strategies---named-process-management-and-discovery.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	65	73	266	15328.4	4	mixed
tst-planning-analysis/667-change-pattern-cluster-detection---automated-discovery-of-natural-system-boundaries-through-change-analysis.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	60	100	372	17545.4	1	mixed
tst-planning-analysis/419-gradual-change-awareness---detecting-slowly-changing-conditions-like-the-boiled-frog.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	60	81	301	25851.5	3	mixed
tst-planning-analysis/798-supervision-based-reliability---using-supervision-for-system-reliability.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	62	63	293	19018.7	7	mixed
tst-planning-analysis/326-group-decision-bias-analysis---systematic-development-time-penalties-from-social-dynamics.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	32	123	253	21198.3	2	clean
tst-planning-analysis/402-macro-performance-considerations---understanding-the-performance-implications-of-different-metaprogramming-approaches.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	59	68	251	16733.6	3	mixed
tst-planning-analysis/499-imperative-vs-declarative-languages---choosing-appropriate-paradigms.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	74	71	226	12669.8	4	mixed
tst-planning-analysis/467-feature-vs-polish-balance---when-to-ship-vs-when-to-improve.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	69	73	192	7249.8	4	mixed
tst-planning-analysis/355-maintenance-burden-prediction---forecasting-future-maintenance-costs-and-effort-based-on-current-code-patterns.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	29	86	164	13878.5	1	mixed
tst-planning-analysis/793-restart-strategy-configuration---defining-failure-recovery-behaviors.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	57	96	355	18704.1	1	mixed
tst-planning-analysis/705-underscore-variable-patterns---using--to-ignore-values-in-pattern-matches-and-prevent-unused-variable-warnings.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	74	33	69	676.2	2	mixed
tst-planning-analysis/862-partition-healing-and-network-recovery---handling-network-splits-and-cluster-reformation.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	52	74	297	12144.9	2	mixed
tst-planning-analysis/064-debugging-mindset.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	68	60	283	16183.6	2	mixed
tst-planning-analysis/029-cascading-failures.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	61	79	218	14201.4	1	mixed
tst-planning-analysis/051-design-for-production.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	57	77	303	19682.8	3	mixed
tst-planning-analysis/091-macro-hygiene-context.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	54	86	253	12363.9	1	mixed
tst-planning-analysis/482-configuration-management---single-source-of-truth-for-settings.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	59	77	295	10885.9	1	mixed
tst-planning-analysis/642-brain-friendly-code-chunking-patterns.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	171	38	65	629.5	4	mixed
tst-planning-analysis/205-the-deployment-army-antipattern---coordination-complexity-explosion.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	28	108	481	20645.3	1	mixed
tst-planning-analysis/524-virtual-ip-migration-patterns---high-availability-ip-address-management.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	180	33	66	580.6	2	mixed
tst-planning-analysis/113-configuration-services.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	28	77	222	37093.6	1	mixed
tst-planning-analysis/796-process-lifecycle-management---understanding-process-birth-life-and-death.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	63	61	301	17341.2	3	mixed
tst-planning-analysis/598-supervision-tree-design-patterns---optimal-hierarchical-organization-of-supervisors-and-workers.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	68	83	271	18152.9	4	mixed
tst-planning-analysis/484-component-independence---reducing-system-coupling.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	61	93	144	11506.2	2	mixed
tst-planning-analysis/ANALYSIS-INDEX.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	13	67	107	11965.3	8	mixed
tst-planning-analysis/164-value-types.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	60	79	193	7844.0	3	mixed
tst-planning-analysis/531-principle-of-least-privilege-implementation---access-control-in-production-systems.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	65	71	290	15232.3	3	mixed
tst-planning-analysis/475-listening-skills---receiving-and-processing-feedback.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	70	69	298	25029.1	2	mixed
tst-planning-analysis/585-transforming-errors-to-data---converting-exceptions-and-errors-into-data-for-functional-composition.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	67	80	251	11494.8	1	mixed
tst-planning-analysis/193-use-the-force---early-decision-impact-on-future-development-time.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	330	28	67	481.7	2	mixed
tst-planning-analysis/601-task-vs-genserver-worker-trade-offs.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	126	37	68	574.3	3	mixed
tst-planning-analysis/483-inter-service-communication-patterns---avoiding-distributed-duplication.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	67	90	218	9664.8	1	mixed
tst-planning-analysis/939-network-partition-handling---split-brain-prevention-and-recovery.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	54	92	327	17070.6	3	mixed
tst-planning-analysis/217-evolutionary-architecture---minimizing-future-change-costs-through-modularity.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	31	109	597	33655.7	3	mixed
tst-planning-analysis/227-hot-code-swapping---zero-downtime-deployment-through-live-updates.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	36	80	223	16715.2	1	mixed
tst-planning-analysis/383-internationalization-via-code-generation.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	175	30	62	532.2	2	mixed
tst-planning-analysis/079-security-principles.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	61	81	342	18557.1	1	mixed
tst-planning-analysis/180-keyword-lists.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	58	93	103	780.0	2	mixed
tst-planning-analysis/331-team-communication-pattern-analysis---using-code-change-patterns-to-understand-team-communication-and-collaboration.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	33	110	196	26982.5	2	mixed
tst-planning-analysis/110-finite-state-machines.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	27	55	185	14549.4	2	mixed
tst-planning-analysis/855-transactional-caching-patterns---acid-properties-in-distributed-cache-systems.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	73	73	243	16833.9	1	mixed
tst-planning-analysis/296-automated-change-analysis-with-code-maat---mining-version-control-for-development-time-patterns.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	29	98	509	28530.0	1	mixed
tst-planning-analysis/842-tensor-computation-performance-optimization---jit-compilation-and-gpu-tpu-acceleration-patterns.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	63	98	333	17255.9	1	mixed
tst-planning-analysis/542-continuous-deployment-practices---automated-production-delivery.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	61	70	355	28730.4	2	mixed
tst-planning-analysis/057-design-for-deployment.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	55	58	298	22102.2	1	mixed
tst-planning-analysis/505-estimation-tracking---learning-from-estimation-accuracy.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	50	84	278	16054.9	3	mixed
tst-planning-analysis/336-truck-factor-analysis---quantifying-project-vulnerability-to-key-personnel-loss.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	32	146	269	21867.8	1	clean
tst-planning-analysis/768-debugging-techniques---systematic-error-identification-and-resolution.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	67	62	339	20344.9	3	mixed
tst-planning-analysis/714-nested-dictionary-structures---complex-data-organization-and-access-patterns.md	live:/Users/josephwecker-v2/src/_core/tst/planning/analysis	worktree	59	70	321	18792.2	1	mixed
