cp	hex	char	name	visual_cluster	hybrid_cluster	theory_family	shape_tag	gradient_family	number_system	structured_family	designed_fill	measured_fill	fill_err	packed_density	packed_class	cx	cy	aspect	bbox_w	bbox_h	dhash	braille_bits_cp	braille_bits_grid	braille_match
10046	U+273E	✾	SIX PETALLED BLACK AND WHITE FLORETTE	16	0							0.2271		0.2271	narrow	0.4812	0.5662	2.2782	0.9730	0.4271	000085ae0c580031			
10047	U+273F	✿	BLACK FLORETTE	14	39							0.2023		0.2023	narrow	0.4795	0.5870	2.5245	0.9730	0.3854	00000709d3360031			
10048	U+2740	❀	WHITE FLORETTE	52	39							0.1955		0.1955	narrow	0.4861	0.5748	2.5245	0.9730	0.3854	0000074636b20031			
10049	U+2741	❁	EIGHT PETALLED OUTLINED BLACK FLORETTE	16	0							0.2173		0.2173	narrow	0.4865	0.5647	2.3950	0.9730	0.4062	0000c78c9e0c0031			
10050	U+2742	❂	CIRCLED OPEN CENTRE EIGHT POINTED STAR	14	4	stars-fill	circle,star	stars-fill		star		0.2189		0.2189	narrow	0.4853	0.5795	2.4580	0.9730	0.3958	0000068dbbbc0031			
10051	U+2743	❃	HEAVY TEARDROP-SPOKED PINWHEEL ASTERISK	61	19							0.2643		0.2643	narrow	0.4903	0.5361	2.0306	0.9730	0.4792	0001c79f1c8c0021			
10052	U+2744	❄	SNOWFLAKE	16	42		snowflake					0.2066		0.2066	narrow	0.4761	0.5361	2.1229	0.9730	0.4583	0001852e54880031			
10053	U+2745	❅	TIGHT TRIFOLIATE SNOWFLAKE	16	42		snowflake					0.2071		0.2071	narrow	0.4825	0.5596	2.2782	0.9730	0.4271	0000c68b5b0c0029			
10054	U+2746	❆	HEAVY CHEVRON SNOWFLAKE	52	42		snowflake					0.2212		0.2212	narrow	0.4879	0.5517	2.3950	0.9730	0.4062	0001c5a3369c0031			
10055	U+2747	❇	SPARKLE	52	0							0.2147		0.2147	narrow	0.4926	0.5541	2.1722	0.9730	0.4479	0000c5af168c0021			
10056	U+2748	❈	HEAVY SPARKLE	9	0							0.1440		0.1440	narrow	0.4797	0.5752	2.4580	0.9730	0.3958	0000052e1c080031			
10057	U+2749	❉	BALLOON-SPOKED ASTERISK	9	0							0.1740		0.1740	narrow	0.4749	0.5763	2.4580	0.9730	0.3958	0000052a54080031			
10058	U+274A	❊	EIGHT TEARDROP-SPOKED PROPELLER ASTERISK	32	0							0.1393		0.1393	narrow	0.4881	0.5656	2.4580	0.9730	0.3958	0000c5af3e8c0011			
10059	U+274B	❋	HEAVY EIGHT TEARDROP-SPOKED PROPELLER ASTERISK	9	39							0.1699		0.1699	narrow	0.4721	0.5925	2.6687	0.9730	0.3646	0000052e1c080031			
10060	U+274C	❌	CROSS MARK	22	41		cross					0.0100		0.0100	wide	0.3855	0.5917	1.3736	0.9730	0.7083	01037397332800cc			
10061	U+274D	❍	SHADOWED WHITE CIRCLE	22	39		circle					0.0921		0.0921	narrow	0.5541	0.5876	2.5245	0.9730	0.3854	000004e063b80039			
10062	U+274E	❎	NEGATIVE SQUARED CROSS MARK	43	41		square,cross					0.4788		0.4788	wide	0.4806	0.4944	1.3736	0.9730	0.7083	01c2341831fc00f9			
10063	U+274F	❏	LOWER RIGHT DROP-SHADOWED WHITE SQUARE	54	42		square					0.1234		0.1234	narrow	0.5685	0.6126	2.5245	0.9730	0.3854	0000001020600039			
10064	U+2750	❐	UPPER RIGHT DROP-SHADOWED WHITE SQUARE	54	42		square					0.1226		0.1226	narrow	0.5637	0.5418	2.4580	0.9730	0.3958	0000001020600029			
10065	U+2751	❑	LOWER RIGHT SHADOWED WHITE SQUARE	54	42		square					0.1223		0.1223	narrow	0.5593	0.6101	2.3950	0.9730	0.4062	0000001020600029			
10066	U+2752	❒	UPPER RIGHT SHADOWED WHITE SQUARE	54	42		square					0.1223		0.1223	narrow	0.5929	0.5395	2.4580	0.9730	0.3958	0000001020600029			
10067	U+2753	❓	BLACK QUESTION MARK ORNAMENT	22	33							0.0045		0.0045	wide	0.8134	0.4392	0.7413	0.4324	0.5833	0034483041830000			
10068	U+2754	❔	WHITE QUESTION MARK ORNAMENT	22	33							0.0091		0.0091	wide	0.8378	0.4968	0.7548	0.4324	0.5729	003c683041838000			
10069	U+2755	❕	WHITE EXCLAMATION MARK ORNAMENT	22	33							0.0114		0.0114	wide	0.8301	0.4637	0.6604	0.3784	0.5729	00183860c1838000			
10070	U+2756	❖	BLACK DIAMOND MINUS WHITE X	16	42		diamond					0.1738		0.1738	narrow	0.4723	0.5385	2.4580	0.9730	0.3958	0000878c9c000031			
10071	U+2757	❗	HEAVY EXCLAMATION MARK SYMBOL	22	33							0.0030		0.0030	wide	0.7923	0.4869	0.6604	0.3784	0.5729	0018204081830000			
10072	U+2758	❘	LIGHT VERTICAL BAR	28	33		bar					0.0911		0.0911	narrow	0.5133	0.5566	0.3131	0.1892	0.6042	0000c183060c0001			
10073	U+2759	❙	MEDIUM VERTICAL BAR	47	33		bar					0.1722		0.1722	narrow	0.5135	0.5573	0.4921	0.2973	0.6042	0000c183060c0001			
10074	U+275A	❚	HEAVY VERTICAL BAR	13	36		bar					0.3058		0.3058	narrow	0.5004	0.5781	0.8947	0.5405	0.6042	000183060c183001			
10075	U+275B	❛	HEAVY SINGLE TURNED COMMA QUOTATION MARK ORNAMENT	22	30							0.0388		0.0388	narrow	0.5112	0.3485	1.5021	0.2973	0.1979	0020c18000000000			
10076	U+275C	❜	HEAVY SINGLE COMMA QUOTATION MARK ORNAMENT	22	30							0.0404		0.0404	narrow	0.5174	0.3255	1.5856	0.2973	0.1875	0000c18000000000			
10077	U+275D	❝	HEAVY DOUBLE TURNED COMMA QUOTATION MARK ORNAMENT	22	45							0.0776		0.0776	narrow	0.5106	0.3483	3.4139	0.6757	0.1979	009b264000000001			
10078	U+275E	❞	HEAVY DOUBLE COMMA QUOTATION MARK ORNAMENT	22	15							0.0809		0.0809	narrow	0.5099	0.3248	3.7477	0.7027	0.1875	0003364000000001			
10081	U+2761	❡	CURVED STEM PARAGRAPH SIGN ORNAMENT	27	35							0.2222		0.2222	narrow	0.4408	0.5418	1.6817	0.9459	0.5625	0003e64e99340021			
10082	U+2762	❢	HEAVY EXCLAMATION MARK ORNAMENT	28	22							0.1683		0.1683	narrow	0.5132	0.5293	1.4742	0.6757	0.4583	0003c7070e1c0001			
10083	U+2763	❣	HEAVY HEART EXCLAMATION MARK ORNAMENT	62	32		heart					0.1816		0.1816	narrow	0.5134	0.5181	1.7498	0.7838	0.4479	000327470e0c0001			
10084	U+2764	❤	HEAVY BLACK HEART	16	42		heart					0.2045		0.2045	narrow	0.4870	0.5370	2.9189	0.9730	0.3333	0000064c1e000031			
10085	U+2765	❥	ROTATED HEAVY BLACK HEART BULLET	61	32		heart					0.2669		0.2669	narrow	0.4206	0.5376	2.0180	0.9459	0.4688	0003860e18380069			
10086	U+2766	❦	FLORAL HEART	16	42		heart					0.2035		0.2035	narrow	0.5129	0.5512	2.3351	0.9730	0.4167	0000db9c1c0e0021			
10087	U+2767	❧	ROTATED FLORAL HEART BULLET	32	15		heart					0.1243		0.1243	narrow	0.4534	0.5624	4.0611	0.9730	0.2396	0000058b36000031			
10088	U+2768	❨	MEDIUM LEFT PARENTHESIS ORNAMENT	28	36							0.1337		0.1337	narrow	0.4321	0.5360	1.3472	0.7297	0.5417	0001c70c1c0e0001			
10089	U+2769	❩	MEDIUM RIGHT PARENTHESIS ORNAMENT	27	31							0.1337		0.1337	narrow	0.5934	0.5349	1.3472	0.7297	0.5417	0003c1c187380001			
10090	U+276A	❪	MEDIUM FLATTENED LEFT PARENTHESIS ORNAMENT	28	36							0.1459		0.1459	narrow	0.4873	0.5469	0.9859	0.5135	0.5208	0000c3060e0c0001			
10091	U+276B	❫	MEDIUM FLATTENED RIGHT PARENTHESIS ORNAMENT	28	36							0.1378		0.1378	narrow	0.5344	0.5531	0.9531	0.4865	0.5104	0001818306180001			
10092	U+276C	❬	MEDIUM LEFT-POINTING ANGLE BRACKET ORNAMENT	28	36							0.1585		0.1585	narrow	0.4654	0.5008	1.0634	0.6757	0.6354	0071c60c0e0e0001			
10093	U+276D	❭	MEDIUM RIGHT-POINTING ANGLE BRACKET ORNAMENT	47	36							0.1587		0.1587	narrow	0.4554	0.5006	1.0634	0.6757	0.6354	018381831c300001			
10094	U+276E	❮	HEAVY LEFT-POINTING ANGLE QUOTATION MARK ORNAMENT	47	13							0.2375		0.2375	narrow	0.4645	0.5210	1.4036	0.8919	0.6354	0071c60c1c0e0031			
10095	U+276F	❯	HEAVY RIGHT-POINTING ANGLE QUOTATION MARK ORNAMENT	49	13							0.2375		0.2375	narrow	0.4572	0.5208	1.4036	0.8919	0.6354	010383839c300085			
10096	U+2770	❰	HEAVY LEFT-POINTING ANGLE BRACKET ORNAMENT	21	13							0.3226		0.3226	narrow	0.4695	0.4899	1.2785	0.9189	0.7188	00e3860c1c1c0021			
10097	U+2771	❱	HEAVY RIGHT-POINTING ANGLE BRACKET ORNAMENT	24	13							0.3226		0.3226	narrow	0.4538	0.4918	1.2785	0.9189	0.7188	018383871c300085			
10098	U+2772	❲	LIGHT LEFT TORTOISE SHELL BRACKET ORNAMENT	28	33							0.0800		0.0800	narrow	0.4547	0.5679	0.5462	0.3243	0.5938	0000c102040c0001			
10099	U+2773	❳	LIGHT RIGHT TORTOISE SHELL BRACKET ORNAMENT	32	33							0.0800		0.0800	narrow	0.5687	0.5669	0.5368	0.3243	0.6042	0000c0c1830c0001			
10100	U+2774	❴	MEDIUM LEFT CURLY BRACKET ORNAMENT	28	36							0.1607		0.1607	narrow	0.5286	0.5795	1.0289	0.6216	0.6042	0000c18f060c0c01			
10101	U+2775	❵	MEDIUM RIGHT CURLY BRACKET ORNAMENT	28	36							0.1766		0.1766	narrow	0.4917	0.5809	1.0994	0.6757	0.6146	00038183063c6001			
10102	U+2776	❶	DINGBAT NEGATIVE CIRCLED DIGIT ONE	61	4	presentation-negative-circled	circle,digit		presentation-negative-circled			0.2906		0.2906	narrow	0.4868	0.5071	2.3950	0.9730	0.4062	000384c8de000031			
10103	U+2777	❷	DINGBAT NEGATIVE CIRCLED DIGIT TWO	61	4	presentation-negative-circled	circle,digit		presentation-negative-circled			0.2867		0.2867	narrow	0.4873	0.5073	2.3950	0.9730	0.4062	00038469de000031			
10104	U+2778	❸	DINGBAT NEGATIVE CIRCLED DIGIT THREE	61	4	presentation-negative-circled	circle,digit		presentation-negative-circled			0.2877		0.2877	narrow	0.4844	0.5075	2.3950	0.9730	0.4062	00038468de000031			
10105	U+2779	❹	DINGBAT NEGATIVE CIRCLED DIGIT FOUR	61	4	presentation-negative-circled	circle,digit		presentation-negative-circled			0.2872		0.2872	narrow	0.4861	0.5074	2.3950	0.9730	0.4062	00038648de000031			
10106	U+277A	❺	DINGBAT NEGATIVE CIRCLED DIGIT FIVE	61	4	presentation-negative-circled	circle,digit		presentation-negative-circled			0.2852		0.2852	narrow	0.4867	0.5078	2.3950	0.9730	0.4062	000384e8de000031			
10107	U+277B	❻	DINGBAT NEGATIVE CIRCLED DIGIT SIX	61	4	presentation-negative-circled	circle,digit		presentation-negative-circled			0.2827		0.2827	narrow	0.4885	0.5074	2.3950	0.9730	0.4062	000384e8de000031			
10108	U+277C	❼	DINGBAT NEGATIVE CIRCLED DIGIT SEVEN	61	4	presentation-negative-circled	circle,digit		presentation-negative-circled			0.2950		0.2950	narrow	0.4854	0.5079	2.3950	0.9730	0.4062	000384689e000031			
10109	U+277D	❽	DINGBAT NEGATIVE CIRCLED DIGIT EIGHT	61	4	presentation-negative-circled	circle,digit		presentation-negative-circled			0.2809		0.2809	narrow	0.4871	0.5071	2.3950	0.9730	0.4062	000384e8de000031			
10110	U+277E	❾	DINGBAT NEGATIVE CIRCLED DIGIT NINE	61	4	presentation-negative-circled	circle,digit		presentation-negative-circled			0.2827		0.2827	narrow	0.4852	0.5076	2.3950	0.9730	0.4062	000384e8de000031			
10111	U+277F	❿	DINGBAT NEGATIVE CIRCLED NUMBER TEN	61	4	presentation-negative-circled	circle,number		presentation-negative-circled			0.2741		0.2741	narrow	0.4864	0.5078	2.3950	0.9730	0.4062	0003856ade000031			
10112	U+2780	➀	DINGBAT CIRCLED SANS-SERIF DIGIT ONE	52	4	presentation-circled	circle,digit		presentation-circled			0.1075		0.1075	narrow	0.5041	0.5208	2.4580	0.9730	0.3958	0003e1b372800031			
10113	U+2781	➁	DINGBAT CIRCLED SANS-SERIF DIGIT TWO	1	4	presentation-circled	circle,digit		presentation-circled			0.1306		0.1306	narrow	0.5012	0.5292	2.4580	0.9730	0.3958	0003e3573e000031			
10114	U+2782	➂	DINGBAT CIRCLED SANS-SERIF DIGIT THREE	1	4	presentation-circled	circle,digit		presentation-circled			0.1287		0.1287	narrow	0.5101	0.5259	2.4580	0.9730	0.3958	0003e197b6000031			
10115	U+2783	➃	DINGBAT CIRCLED SANS-SERIF DIGIT FOUR	32	4	presentation-circled	circle,digit		presentation-circled			0.1275		0.1275	narrow	0.4963	0.5264	2.4580	0.9730	0.3958	0003e1b532800031			
10116	U+2784	➄	DINGBAT CIRCLED SANS-SERIF DIGIT FIVE	32	4	presentation-circled	circle,digit		presentation-circled			0.1335		0.1335	narrow	0.5014	0.5227	2.4580	0.9730	0.3958	0003e134b6000031			
10117	U+2785	➅	DINGBAT CIRCLED SANS-SERIF DIGIT SIX	32	4	presentation-circled	circle,digit		presentation-circled			0.1395		0.1395	narrow	0.4964	0.5259	2.4580	0.9730	0.3958	0003e314b6000031			
10118	U+2786	➆	DINGBAT CIRCLED SANS-SERIF DIGIT SEVEN	52	4	presentation-circled	circle,digit		presentation-circled			0.1159		0.1159	narrow	0.5026	0.5120	2.4580	0.9730	0.3958	0003e19275800031			
10119	U+2787	➇	DINGBAT CIRCLED SANS-SERIF DIGIT EIGHT	32	4	presentation-circled	circle,digit		presentation-circled			0.1410		0.1410	narrow	0.5005	0.5250	2.4580	0.9730	0.3958	0003e314b6000031			
10120	U+2788	➈	DINGBAT CIRCLED SANS-SERIF DIGIT NINE	32	4	presentation-circled	circle,digit		presentation-circled			0.1389		0.1389	narrow	0.5045	0.5241	2.4580	0.9730	0.3958	0003e356b4800031			
10121	U+2789	➉	DINGBAT CIRCLED SANS-SERIF NUMBER TEN	1	4	presentation-circled	circle,number		presentation-circled			0.1646		0.1646	narrow	0.5055	0.5224	2.4580	0.9730	0.3958	0003e6a65b000031			
10122	U+278A	➊	DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT ONE	61	4	presentation-negative-circled	circle,digit		presentation-negative-circled			0.2746		0.2746	narrow	0.4914	0.5260	2.4580	0.9730	0.3958	0003c4489d000031			
10123	U+278B	➋	DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT TWO	61	4	presentation-negative-circled	circle,digit		presentation-negative-circled			0.2560		0.2560	narrow	0.4899	0.5229	2.4580	0.9730	0.3958	0003c428de800031			
10124	U+278C	➌	DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT THREE	61	4	presentation-negative-circled	circle,digit		presentation-negative-circled			0.2620		0.2620	narrow	0.4835	0.5243	2.4580	0.9730	0.3958	0003c62859000031			
10125	U+278D	➍	DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT FOUR	61	4	presentation-negative-circled	circle,digit		presentation-negative-circled			0.2552		0.2552	narrow	0.4905	0.5236	2.4580	0.9730	0.3958	0003c66add000031			
10126	U+278E	➎	DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT FIVE	61	4	presentation-negative-circled	circle,digit		presentation-negative-circled			0.2543		0.2543	narrow	0.4909	0.5256	2.4580	0.9730	0.3958	0003c4e85b000031			
10127	U+278F	➏	DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT SIX	61	4	presentation-negative-circled	circle,digit		presentation-negative-circled			0.2493		0.2493	narrow	0.4947	0.5241	2.4580	0.9730	0.3958	0003c4eb59000031			
10128	U+2790	➐	DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT SEVEN	61	4	presentation-negative-circled	circle,digit		presentation-negative-circled			0.2713		0.2713	narrow	0.4880	0.5282	2.4580	0.9730	0.3958	0003c4289a000031			
10129	U+2791	➑	DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT EIGHT	61	4	presentation-negative-circled	circle,digit		presentation-negative-circled			0.2483		0.2483	narrow	0.4919	0.5246	2.4580	0.9730	0.3958	0003c4e959000031			
10130	U+2792	➒	DINGBAT NEGATIVE CIRCLED SANS-SERIF DIGIT NINE	61	4	presentation-negative-circled	circle,digit		presentation-negative-circled			0.2490		0.2490	narrow	0.4882	0.5254	2.4580	0.9730	0.3958	0003c4a85b000031			
10131	U+2793	➓	DINGBAT NEGATIVE CIRCLED SANS-SERIF NUMBER TEN	61	4	presentation-negative-circled	circle,number		presentation-negative-circled			0.2114		0.2114	narrow	0.4796	0.5262	2.4580	0.9730	0.3958	0003c55abc000031			
10132	U+2794	➔	HEAVY WIDE-HEADED RIGHTWARDS ARROW	32	0		arrow					0.1465		0.1465	overlarge	0.6294	0.5211	2.3950	0.9730	0.4062	0000343821c00031			
10133	U+2795	➕	HEAVY PLUS SIGN	54	41		plus					0.1107		0.1107	wide	0.7258	0.4932	1.4470	0.7838	0.5417	000c1f3c60c18001			
10134	U+2796	➖	HEAVY MINUS SIGN	32	3							0.0619		0.0619	wide	0.5946	0.4948	6.2703	0.7838	0.1250	0000070e00000001			
10135	U+2797	➗	HEAVY DIVISION SIGN	54	44							0.1047		0.1047	wide	0.7089	0.4925	1.4470	0.7838	0.5417	001c3f6cc1c30001			
10136	U+2798	➘	HEAVY SOUTH EAST ARROW	32	39		arrow					0.1084		0.1084	narrow	0.5812	0.5652	2.5946	0.9459	0.3646	0002060727800021			
10137	U+2799	➙	HEAVY RIGHTWARDS ARROW	32	15		arrow					0.0717		0.0717	narrow	0.5377	0.5099	4.4479	0.9730	0.2188	0000044881000031			
10138	U+279A	➚	HEAVY NORTH EAST ARROW	32	39		arrow					0.1084		0.1084	narrow	0.5803	0.4959	2.5946	0.9459	0.3646	0000f9ee70000009			
10139	U+279B	➛	DRAFTING POINT RIGHTWARDS ARROW	32	15		arrow					0.0618		0.0618	narrow	0.4891	0.5243	4.6703	0.9730	0.2083	0000030e08000011			
10140	U+279C	➜	HEAVY ROUND-TIPPED RIGHTWARDS ARROW	16	0		arrow					0.1675		0.1675	overlarge	0.6217	0.5211	2.2782	0.9730	0.4271	00001e3c60c00031			
10141	U+279D	➝	TRIANGLE-HEADED RIGHTWARDS ARROW	22	3		triangle,arrow					0.0266		0.0266	overlarge	0.5000	0.5208	31.1351	0.9730	0.0312	0000000800000010			
10142	U+279E	➞	HEAVY TRIANGLE-HEADED RIGHTWARDS ARROW	32	3		triangle,arrow					0.0785		0.0785	overlarge	0.5000	0.5208	10.3784	0.9730	0.0938	0000040800000031			
10143	U+279F	➟	DASHED TRIANGLE-HEADED RIGHTWARDS ARROW	32	15		triangle,arrow					0.0992		0.0992	narrow	0.5210	0.5211	4.0611	0.9730	0.2396	000006edc1000031			
10144	U+27A0	➠	HEAVY DASHED TRIANGLE-HEADED RIGHTWARDS ARROW	16	15		triangle,arrow					0.1159		0.1159	narrow	0.4517	0.5138	4.2457	0.9730	0.2292	000006cd81000031			
10145	U+27A1	➡	BLACK RIGHTWARDS ARROW	32	15		arrow					0.1045		0.1045	narrow	0.4897	0.5208	4.4479	0.9730	0.2188	00000468c1000031			
10146	U+27A2	➢	THREE-D TOP-LIGHTED RIGHTWARDS ARROWHEAD	32	15		arrow					0.0761		0.0761	narrow	0.4490	0.5184	3.7838	0.9459	0.2500	0000060e00000029			
10147	U+27A3	➣	THREE-D BOTTOM-LIGHTED RIGHTWARDS ARROWHEAD	32	15		arrow					0.0691		0.0691	narrow	0.4480	0.5060	4.0098	0.9189	0.2292	0000060c80000021			
10148	U+27A4	➤	BLACK RIGHTWARDS ARROWHEAD	16	39		arrow					0.1179		0.1179	narrow	0.4345	0.5034	2.8378	0.9459	0.3333	0002060c10000049			
10149	U+27A5	➥	HEAVY BLACK CURVED DOWNWARDS AND RIGHTWARDS ARROW	16	15		arrow					0.1259		0.1259	narrow	0.4872	0.5097	4.0611	0.9730	0.2396	0000046cc1000031			
10150	U+27A6	➦	HEAVY BLACK CURVED UPWARDS AND RIGHTWARDS ARROW	16	15		arrow					0.1259		0.1259	narrow	0.4866	0.5019	4.0611	0.9730	0.2396	0000064880000031			
10151	U+27A7	➧	SQUAT BLACK RIGHTWARDS ARROW	32	30		arrow					0.0909		0.0909	narrow	0.4921	0.5014	1.5262	0.5405	0.3542	0000438702000001			
10152	U+27A8	➨	HEAVY CONCAVE-POINTED BLACK RIGHTWARDS ARROW	16	15		arrow					0.1235		0.1235	narrow	0.4326	0.5216	4.0611	0.9730	0.2396	0000048982000031			
10153	U+27A9	➩	RIGHT-SHADED WHITE RIGHTWARDS ARROW	32	15		shade,arrow					0.0847		0.0847	narrow	0.5179	0.5157	3.7838	0.9459	0.2500	000004c1c3000031			
10154	U+27AA	➪	LEFT-SHADED WHITE RIGHTWARDS ARROW	32	15		shade,arrow					0.0848		0.0848	narrow	0.4739	0.5356	3.7838	0.9459	0.2500	0000048963000031			
10155	U+27AB	➫	BACK-TILTED SHADOWED WHITE RIGHTWARDS ARROW	1	45		arrow					0.1188		0.1188	narrow	0.5156	0.5700	3.2209	0.9730	0.3021	0000066876000011			
10156	U+27AC	➬	FRONT-TILTED SHADOWED WHITE RIGHTWARDS ARROW	32	15		arrow					0.1005		0.1005	narrow	0.5320	0.5509	3.7362	0.9730	0.2604	0000058879800031			
10157	U+27AD	➭	HEAVY LOWER RIGHT-SHADOWED WHITE RIGHTWARDS ARROW	32	45		arrow					0.1153		0.1153	narrow	0.4826	0.5464	2.8457	0.9189	0.3229	00000488db000031			
10158	U+27AE	➮	HEAVY UPPER RIGHT-SHADOWED WHITE RIGHTWARDS ARROW	32	39		arrow					0.1314		0.1314	narrow	0.4674	0.5331	2.8305	0.9730	0.3438	00000580c6000031			
10159	U+27AF	➯	NOTCHED LOWER RIGHT-SHADOWED WHITE RIGHTWARDS ARROW	32	15		arrow					0.1005		0.1005	narrow	0.4698	0.5193	3.4595	0.9730	0.2812	000040a143000031			
10160	U+27B0	➰	CURLY LOOP	32	0							0.0729		0.0729	wide	0.6186	0.4544	2.3215	0.9189	0.3958	000374c303800061			
10161	U+27B1	➱	NOTCHED UPPER RIGHT-SHADOWED WHITE RIGHTWARDS ARROW	32	45		arrow					0.0993		0.0993	narrow	0.4751	0.5248	3.3359	0.9730	0.2917	000004c052000031			
10162	U+27B2	➲	CIRCLED HEAVY WHITE RIGHTWARDS ARROW	1	0		circle,arrow					0.1390		0.1390	narrow	0.5587	0.5237	2.4463	0.8919	0.3646	0001c76cdc000021			
10163	U+27B3	➳	WHITE-FEATHERED RIGHTWARDS ARROW	32	3		arrow					0.0834		0.0834	narrow	0.4472	0.5678	5.8378	0.9730	0.1667	0000042c58800039			
10164	U+27B4	➴	BLACK-FEATHERED SOUTH EAST ARROW	32	39		arrow					0.0893		0.0893	narrow	0.5338	0.5330	2.6709	0.9459	0.3542	0001070e21800021			
10165	U+27B5	➵	BLACK-FEATHERED RIGHTWARDS ARROW	32	3		arrow					0.0689		0.0689	narrow	0.4377	0.5312	6.2270	0.9730	0.1562	0000042c40000031			
10166	U+27B6	➶	BLACK-FEATHERED NORTH EAST ARROW	32	39		arrow					0.0894		0.0894	narrow	0.5286	0.5371	2.6709	0.9459	0.3542	000008ff3c000011			
10167	U+27B7	➷	HEAVY BLACK-FEATHERED SOUTH EAST ARROW	32	39		arrow					0.1100		0.1100	narrow	0.4786	0.5110	2.5245	0.9730	0.3854	0003060f21800021			
10168	U+27B8	➸	HEAVY BLACK-FEATHERED RIGHTWARDS ARROW	32	3		arrow					0.0774		0.0774	narrow	0.4217	0.5541	5.8378	0.9730	0.1667	0000042850800031			
10169	U+27B9	➹	HEAVY BLACK-FEATHERED NORTH EAST ARROW	32	39		arrow					0.0959		0.0959	narrow	0.5124	0.5311	2.5946	0.9459	0.3646	000039fe18000011			
10170	U+27BA	➺	TEARDROP-BARBED RIGHTWARDS ARROW	32	15		arrow,bar					0.0970		0.0970	narrow	0.5272	0.5390	3.7362	0.9730	0.2604	000004c8c3000031			
10171	U+27BB	➻	HEAVY TEARDROP-SHANKED RIGHTWARDS ARROW	32	15		arrow					0.0862		0.0862	narrow	0.4622	0.5370	4.6703	0.9730	0.2083	0000046841800031			
10172	U+27BC	➼	WEDGE-TAILED RIGHTWARDS ARROW	16	15		arrow					0.1148		0.1148	narrow	0.4211	0.5316	5.4944	0.9730	0.1771	0000042840000031			
10173	U+27BD	➽	HEAVY WEDGE-TAILED RIGHTWARDS ARROW	16	15		arrow					0.1536		0.1536	narrow	0.4317	0.5327	4.2457	0.9730	0.2292	0000044851000031			
10174	U+27BE	➾	OPEN-OUTLINED RIGHTWARDS ARROW	32	15		arrow					0.0778		0.0778	narrow	0.5203	0.5540	3.8919	0.9730	0.2500	000001c947000011			
10175	U+27BF	➿	DOUBLE CURLY LOOP	32	45							0.0730		0.0730	wide	0.5458	0.4931	3.0751	0.8649	0.2812	00000744ce000001			
10176	U+27C0	⟀	THREE DIMENSIONAL ANGLE	32	39							0.0915		0.0915	narrow	0.4118	0.5496	2.5946	0.9189	0.3542	000214ca10000061			
10177	U+27C1	⟁	WHITE TRIANGLE CONTAINING SMALL WHITE TRIANGLE	32	42		triangle					0.1331		0.1331	overlarge	0.5171	0.5542	2.5245	0.9730	0.3854	0000c34e90400019			
10178	U+27C2	⟂	PERPENDICULAR	9	0							0.1133		0.1133	narrow	0.5270	0.6366	2.4505	0.9189	0.3750	0000018316200009			
10179	U+27C3	⟃	OPEN SUBSET	15	38							0.1748		0.1748	narrow	0.4874	0.5780	2.1622	0.8108	0.3750	000007091a1e0001			
10180	U+27C4	⟄	OPEN SUPERSET	9	38							0.1748		0.1748	narrow	0.5704	0.5784	2.1622	0.8108	0.3750	000007c75eb00001			
10181	U+27C5	⟅	LEFT S-SHAPED BAG DELIMITER	47	36							0.1423		0.1423	narrow	0.4761	0.5462	0.8383	0.5676	0.6771	00e1e18608180c01			
10182	U+27C6	⟆	RIGHT S-SHAPED BAG DELIMITER	47	36							0.1423		0.1423	narrow	0.5488	0.5465	0.8383	0.5676	0.6771	0061a183831e2001			
10183	U+27C7	⟇	OR WITH DOT INSIDE	32	42		dot					0.1276		0.1276	overlarge	0.5288	0.5521	2.3351	0.9730	0.4167	000004bcce040021			
10184	U+27C8	⟈	REVERSE SOLIDUS PRECEDING SUBSET	9	0							0.1266		0.1266	overlarge	0.5562	0.5789	2.2054	0.9189	0.4167	0000046c8d898021			
10185	U+27C9	⟉	SUPERSET PRECEDING SOLIDUS	15	0							0.1127		0.1127	overlarge	0.5615	0.5791	2.2703	0.9459	0.4167	000004f033e0002d			
10186	U+27CA	⟊	VERTICAL BAR WITH HORIZONTAL STROKE	22	36		bar					0.0518		0.0518	narrow	0.2838	0.5217	0.9025	0.4324	0.4792	0001060c08100031			
10187	U+27CB	⟋	MATHEMATICAL RISING DIAGONAL	22	0							0.0685		0.0685	overlarge	0.5032	0.6617	2.1722	0.9730	0.4479	00000031dc200005			
10188	U+27CC	⟌	LONG DIVISION	30	33							0.1310		0.1310	narrow	0.2673	0.4887	0.7568	0.5676	0.7500	0103060418200087			
10189	U+27CD	⟍	MATHEMATICAL FALLING DIAGONAL	32	19							0.0685		0.0685	overlarge	0.5021	0.4953	2.1722	0.9730	0.4479	0000060380c00041			
10190	U+27CE	⟎	SQUARED LOGICAL AND	44	42		square					0.2633		0.2633	overlarge	0.4935	0.5060	2.4580	0.9730	0.3958	0002cd58f0c00061			
