cp	hex	char	name	category	block	script	numeric_type	numeric_value	number_system	number_form	number_role	presentation	ucd_numeric	gradient_family	gradient_kind	gradient_axis	gradient_value	gradient_param	structured_family
2493	U+09BD	ঽ	BENGALI SIGN AVAGRAHA	Lo	Bengali	Bengali	none						no						
2494	U+09BE	া	BENGALI VOWEL SIGN AA	Mc	Bengali	Bengali	none						no						
2495	U+09BF	ি	BENGALI VOWEL SIGN I	Mc	Bengali	Bengali	none						no						
2496	U+09C0	ী	BENGALI VOWEL SIGN II	Mc	Bengali	Bengali	none						no						
2497	U+09C1	ু	BENGALI VOWEL SIGN U	Mn	Bengali	Bengali	none						no						
2498	U+09C2	ূ	BENGALI VOWEL SIGN UU	Mn	Bengali	Bengali	none						no						
2499	U+09C3	ৃ	BENGALI VOWEL SIGN VOCALIC R	Mn	Bengali	Bengali	none						no						
2500	U+09C4	ৄ	BENGALI VOWEL SIGN VOCALIC RR	Mn	Bengali	Bengali	none						no						
2503	U+09C7	ে	BENGALI VOWEL SIGN E	Mc	Bengali	Bengali	none						no						
2504	U+09C8	ৈ	BENGALI VOWEL SIGN AI	Mc	Bengali	Bengali	none						no						
2507	U+09CB	ো	BENGALI VOWEL SIGN O	Mc	Bengali	Bengali	none						no						
2508	U+09CC	ৌ	BENGALI VOWEL SIGN AU	Mc	Bengali	Bengali	none						no						
2509	U+09CD	্	BENGALI SIGN VIRAMA	Mn	Bengali	Bengali	none						no						
2510	U+09CE	ৎ	BENGALI LETTER KHANDA TA	Lo	Bengali	Bengali	none						no						
2519	U+09D7	ৗ	BENGALI AU LENGTH MARK	Mc	Bengali	Bengali	none						no						
2524	U+09DC	ড়	BENGALI LETTER RRA	Lo	Bengali	Bengali	none						no						
2525	U+09DD	ঢ়	BENGALI LETTER RHA	Lo	Bengali	Bengali	none						no						
2527	U+09DF	য়	BENGALI LETTER YYA	Lo	Bengali	Bengali	none						no						
2528	U+09E0	ৠ	BENGALI LETTER VOCALIC RR	Lo	Bengali	Bengali	none						no						
2529	U+09E1	ৡ	BENGALI LETTER VOCALIC LL	Lo	Bengali	Bengali	none						no						
2530	U+09E2	ৢ	BENGALI VOWEL SIGN VOCALIC L	Mn	Bengali	Bengali	none						no						
2531	U+09E3	ৣ	BENGALI VOWEL SIGN VOCALIC LL	Mn	Bengali	Bengali	none						no						
2534	U+09E6	০	BENGALI DIGIT ZERO	Nd	Bengali	Bengali	decimal	0	bengali	positional-decimal	digit		yes						
2535	U+09E7	১	BENGALI DIGIT ONE	Nd	Bengali	Bengali	decimal	1	bengali	positional-decimal	digit		yes						
2536	U+09E8	২	BENGALI DIGIT TWO	Nd	Bengali	Bengali	decimal	2	bengali	positional-decimal	digit		yes						
2537	U+09E9	৩	BENGALI DIGIT THREE	Nd	Bengali	Bengali	decimal	3	bengali	positional-decimal	digit		yes						
2538	U+09EA	৪	BENGALI DIGIT FOUR	Nd	Bengali	Bengali	decimal	4	bengali	positional-decimal	digit		yes						
2539	U+09EB	৫	BENGALI DIGIT FIVE	Nd	Bengali	Bengali	decimal	5	bengali	positional-decimal	digit		yes						
2540	U+09EC	৬	BENGALI DIGIT SIX	Nd	Bengali	Bengali	decimal	6	bengali	positional-decimal	digit		yes						
2541	U+09ED	৭	BENGALI DIGIT SEVEN	Nd	Bengali	Bengali	decimal	7	bengali	positional-decimal	digit		yes						
2542	U+09EE	৮	BENGALI DIGIT EIGHT	Nd	Bengali	Bengali	decimal	8	bengali	positional-decimal	digit		yes						
2543	U+09EF	৯	BENGALI DIGIT NINE	Nd	Bengali	Bengali	decimal	9	bengali	positional-decimal	digit		yes						
2544	U+09F0	ৰ	BENGALI LETTER RA WITH MIDDLE DIAGONAL	Lo	Bengali	Bengali	none						no						
2545	U+09F1	ৱ	BENGALI LETTER RA WITH LOWER DIAGONAL	Lo	Bengali	Bengali	none						no						
2546	U+09F2	৲	BENGALI RUPEE MARK	Sc	Bengali	Bengali	none						no						
2547	U+09F3	৳	BENGALI RUPEE SIGN	Sc	Bengali	Bengali	none						no						
2548	U+09F4	৴	BENGALI CURRENCY NUMERATOR ONE	No	Bengali	Bengali	numeric	0.0625	ucd-numeric-bengali	numeric-other	numeral		yes						
2549	U+09F5	৵	BENGALI CURRENCY NUMERATOR TWO	No	Bengali	Bengali	numeric	0.125	ucd-numeric-bengali	numeric-other	numeral		yes						
2550	U+09F6	৶	BENGALI CURRENCY NUMERATOR THREE	No	Bengali	Bengali	numeric	0.1875	ucd-numeric-bengali	numeric-other	numeral		yes						
2551	U+09F7	৷	BENGALI CURRENCY NUMERATOR FOUR	No	Bengali	Bengali	numeric	0.25	ucd-numeric-bengali	numeric-other	numeral		yes						
2552	U+09F8	৸	BENGALI CURRENCY NUMERATOR ONE LESS THAN THE DENOMINATOR	No	Bengali	Bengali	numeric	0.75	ucd-numeric-bengali	numeric-other	numeral		yes						
2553	U+09F9	৹	BENGALI CURRENCY DENOMINATOR SIXTEEN	No	Bengali	Bengali	numeric	16	ucd-numeric-bengali	numeric-other	numeral		yes						
2554	U+09FA	৺	BENGALI ISSHAR	So	Bengali	Bengali	none						no						
2555	U+09FB	৻	BENGALI GANDA MARK	Sc	Bengali	Bengali	none						no						
2556	U+09FC	ৼ	BENGALI LETTER VEDIC ANUSVARA	Lo	Bengali	Bengali	none						no						
2557	U+09FD	৽	BENGALI ABBREVIATION SIGN	Po	Bengali	Bengali	none						no						
2558	U+09FE	৾	BENGALI SANDHI MARK	Mn	Bengali	Bengali	none						no						
2561	U+0A01	ਁ	GURMUKHI SIGN ADAK BINDI	Mn	Gurmukhi	Gurmukhi	none						no						
2562	U+0A02	ਂ	GURMUKHI SIGN BINDI	Mn	Gurmukhi	Gurmukhi	none						no						
2563	U+0A03	ਃ	GURMUKHI SIGN VISARGA	Mc	Gurmukhi	Gurmukhi	none						no						
2565	U+0A05	ਅ	GURMUKHI LETTER A	Lo	Gurmukhi	Gurmukhi	none						no						
2566	U+0A06	ਆ	GURMUKHI LETTER AA	Lo	Gurmukhi	Gurmukhi	none						no						
2567	U+0A07	ਇ	GURMUKHI LETTER I	Lo	Gurmukhi	Gurmukhi	none						no						
2568	U+0A08	ਈ	GURMUKHI LETTER II	Lo	Gurmukhi	Gurmukhi	none						no						
2569	U+0A09	ਉ	GURMUKHI LETTER U	Lo	Gurmukhi	Gurmukhi	none						no						
2570	U+0A0A	ਊ	GURMUKHI LETTER UU	Lo	Gurmukhi	Gurmukhi	none						no						
2575	U+0A0F	ਏ	GURMUKHI LETTER EE	Lo	Gurmukhi	Gurmukhi	none						no						
2576	U+0A10	ਐ	GURMUKHI LETTER AI	Lo	Gurmukhi	Gurmukhi	none						no						
2579	U+0A13	ਓ	GURMUKHI LETTER OO	Lo	Gurmukhi	Gurmukhi	none						no						
2580	U+0A14	ਔ	GURMUKHI LETTER AU	Lo	Gurmukhi	Gurmukhi	none						no						
2581	U+0A15	ਕ	GURMUKHI LETTER KA	Lo	Gurmukhi	Gurmukhi	none						no						
2582	U+0A16	ਖ	GURMUKHI LETTER KHA	Lo	Gurmukhi	Gurmukhi	none						no						
2583	U+0A17	ਗ	GURMUKHI LETTER GA	Lo	Gurmukhi	Gurmukhi	none						no						
2584	U+0A18	ਘ	GURMUKHI LETTER GHA	Lo	Gurmukhi	Gurmukhi	none						no						
2585	U+0A19	ਙ	GURMUKHI LETTER NGA	Lo	Gurmukhi	Gurmukhi	none						no						
2586	U+0A1A	ਚ	GURMUKHI LETTER CA	Lo	Gurmukhi	Gurmukhi	none						no						
2587	U+0A1B	ਛ	GURMUKHI LETTER CHA	Lo	Gurmukhi	Gurmukhi	none						no						
2588	U+0A1C	ਜ	GURMUKHI LETTER JA	Lo	Gurmukhi	Gurmukhi	none						no						
2589	U+0A1D	ਝ	GURMUKHI LETTER JHA	Lo	Gurmukhi	Gurmukhi	none						no						
2590	U+0A1E	ਞ	GURMUKHI LETTER NYA	Lo	Gurmukhi	Gurmukhi	none						no						
2591	U+0A1F	ਟ	GURMUKHI LETTER TTA	Lo	Gurmukhi	Gurmukhi	none						no						
2592	U+0A20	ਠ	GURMUKHI LETTER TTHA	Lo	Gurmukhi	Gurmukhi	none						no						
2593	U+0A21	ਡ	GURMUKHI LETTER DDA	Lo	Gurmukhi	Gurmukhi	none						no						
2594	U+0A22	ਢ	GURMUKHI LETTER DDHA	Lo	Gurmukhi	Gurmukhi	none						no						
2595	U+0A23	ਣ	GURMUKHI LETTER NNA	Lo	Gurmukhi	Gurmukhi	none						no						
2596	U+0A24	ਤ	GURMUKHI LETTER TA	Lo	Gurmukhi	Gurmukhi	none						no						
2597	U+0A25	ਥ	GURMUKHI LETTER THA	Lo	Gurmukhi	Gurmukhi	none						no						
2598	U+0A26	ਦ	GURMUKHI LETTER DA	Lo	Gurmukhi	Gurmukhi	none						no						
2599	U+0A27	ਧ	GURMUKHI LETTER DHA	Lo	Gurmukhi	Gurmukhi	none						no						
2600	U+0A28	ਨ	GURMUKHI LETTER NA	Lo	Gurmukhi	Gurmukhi	none						no						
2602	U+0A2A	ਪ	GURMUKHI LETTER PA	Lo	Gurmukhi	Gurmukhi	none						no						
2603	U+0A2B	ਫ	GURMUKHI LETTER PHA	Lo	Gurmukhi	Gurmukhi	none						no						
2604	U+0A2C	ਬ	GURMUKHI LETTER BA	Lo	Gurmukhi	Gurmukhi	none						no						
2605	U+0A2D	ਭ	GURMUKHI LETTER BHA	Lo	Gurmukhi	Gurmukhi	none						no						
2606	U+0A2E	ਮ	GURMUKHI LETTER MA	Lo	Gurmukhi	Gurmukhi	none						no						
2607	U+0A2F	ਯ	GURMUKHI LETTER YA	Lo	Gurmukhi	Gurmukhi	none						no						
2608	U+0A30	ਰ	GURMUKHI LETTER RA	Lo	Gurmukhi	Gurmukhi	none						no						
2610	U+0A32	ਲ	GURMUKHI LETTER LA	Lo	Gurmukhi	Gurmukhi	none						no						
2611	U+0A33	ਲ਼	GURMUKHI LETTER LLA	Lo	Gurmukhi	Gurmukhi	none						no						
2613	U+0A35	ਵ	GURMUKHI LETTER VA	Lo	Gurmukhi	Gurmukhi	none						no						
2614	U+0A36	ਸ਼	GURMUKHI LETTER SHA	Lo	Gurmukhi	Gurmukhi	none						no						
2616	U+0A38	ਸ	GURMUKHI LETTER SA	Lo	Gurmukhi	Gurmukhi	none						no						
2617	U+0A39	ਹ	GURMUKHI LETTER HA	Lo	Gurmukhi	Gurmukhi	none						no						
2620	U+0A3C	਼	GURMUKHI SIGN NUKTA	Mn	Gurmukhi	Gurmukhi	none						no						
2622	U+0A3E	ਾ	GURMUKHI VOWEL SIGN AA	Mc	Gurmukhi	Gurmukhi	none						no						
2623	U+0A3F	ਿ	GURMUKHI VOWEL SIGN I	Mc	Gurmukhi	Gurmukhi	none						no						
2624	U+0A40	ੀ	GURMUKHI VOWEL SIGN II	Mc	Gurmukhi	Gurmukhi	none						no						
2625	U+0A41	ੁ	GURMUKHI VOWEL SIGN U	Mn	Gurmukhi	Gurmukhi	none						no						
2626	U+0A42	ੂ	GURMUKHI VOWEL SIGN UU	Mn	Gurmukhi	Gurmukhi	none						no						
2631	U+0A47	ੇ	GURMUKHI VOWEL SIGN EE	Mn	Gurmukhi	Gurmukhi	none						no						
2632	U+0A48	ੈ	GURMUKHI VOWEL SIGN AI	Mn	Gurmukhi	Gurmukhi	none						no						
2635	U+0A4B	ੋ	GURMUKHI VOWEL SIGN OO	Mn	Gurmukhi	Gurmukhi	none						no						
2636	U+0A4C	ੌ	GURMUKHI VOWEL SIGN AU	Mn	Gurmukhi	Gurmukhi	none						no						
2637	U+0A4D	੍	GURMUKHI SIGN VIRAMA	Mn	Gurmukhi	Gurmukhi	none						no						
2641	U+0A51	ੑ	GURMUKHI SIGN UDAAT	Mn	Gurmukhi	Gurmukhi	none						no						
2649	U+0A59	ਖ਼	GURMUKHI LETTER KHHA	Lo	Gurmukhi	Gurmukhi	none						no						
2650	U+0A5A	ਗ਼	GURMUKHI LETTER GHHA	Lo	Gurmukhi	Gurmukhi	none						no						
2651	U+0A5B	ਜ਼	GURMUKHI LETTER ZA	Lo	Gurmukhi	Gurmukhi	none						no						
2652	U+0A5C	ੜ	GURMUKHI LETTER RRA	Lo	Gurmukhi	Gurmukhi	none						no						
2654	U+0A5E	ਫ਼	GURMUKHI LETTER FA	Lo	Gurmukhi	Gurmukhi	none						no						
2662	U+0A66	੦	GURMUKHI DIGIT ZERO	Nd	Gurmukhi	Gurmukhi	decimal	0	gurmukhi	positional-decimal	digit		yes						
2663	U+0A67	੧	GURMUKHI DIGIT ONE	Nd	Gurmukhi	Gurmukhi	decimal	1	gurmukhi	positional-decimal	digit		yes						
2664	U+0A68	੨	GURMUKHI DIGIT TWO	Nd	Gurmukhi	Gurmukhi	decimal	2	gurmukhi	positional-decimal	digit		yes						
2665	U+0A69	੩	GURMUKHI DIGIT THREE	Nd	Gurmukhi	Gurmukhi	decimal	3	gurmukhi	positional-decimal	digit		yes						
2666	U+0A6A	੪	GURMUKHI DIGIT FOUR	Nd	Gurmukhi	Gurmukhi	decimal	4	gurmukhi	positional-decimal	digit		yes						
2667	U+0A6B	੫	GURMUKHI DIGIT FIVE	Nd	Gurmukhi	Gurmukhi	decimal	5	gurmukhi	positional-decimal	digit		yes						
2668	U+0A6C	੬	GURMUKHI DIGIT SIX	Nd	Gurmukhi	Gurmukhi	decimal	6	gurmukhi	positional-decimal	digit		yes						
2669	U+0A6D	੭	GURMUKHI DIGIT SEVEN	Nd	Gurmukhi	Gurmukhi	decimal	7	gurmukhi	positional-decimal	digit		yes						
2670	U+0A6E	੮	GURMUKHI DIGIT EIGHT	Nd	Gurmukhi	Gurmukhi	decimal	8	gurmukhi	positional-decimal	digit		yes						
2671	U+0A6F	੯	GURMUKHI DIGIT NINE	Nd	Gurmukhi	Gurmukhi	decimal	9	gurmukhi	positional-decimal	digit		yes						
2672	U+0A70	ੰ	GURMUKHI TIPPI	Mn	Gurmukhi	Gurmukhi	none						no						
2673	U+0A71	ੱ	GURMUKHI ADDAK	Mn	Gurmukhi	Gurmukhi	none						no						
2674	U+0A72	ੲ	GURMUKHI IRI	Lo	Gurmukhi	Gurmukhi	none						no						
2675	U+0A73	ੳ	GURMUKHI URA	Lo	Gurmukhi	Gurmukhi	none						no						
2676	U+0A74	ੴ	GURMUKHI EK ONKAR	Lo	Gurmukhi	Gurmukhi	none						no						
2677	U+0A75	ੵ	GURMUKHI SIGN YAKASH	Mn	Gurmukhi	Gurmukhi	none						no						
2678	U+0A76	੶	GURMUKHI ABBREVIATION SIGN	Po	Gurmukhi	Gurmukhi	none						no						
2689	U+0A81	ઁ	GUJARATI SIGN CANDRABINDU	Mn	Gujarati	Gujarati	none						no						
2690	U+0A82	ં	GUJARATI SIGN ANUSVARA	Mn	Gujarati	Gujarati	none						no						
2691	U+0A83	ઃ	GUJARATI SIGN VISARGA	Mc	Gujarati	Gujarati	none						no						
2693	U+0A85	અ	GUJARATI LETTER A	Lo	Gujarati	Gujarati	none						no						
2694	U+0A86	આ	GUJARATI LETTER AA	Lo	Gujarati	Gujarati	none						no						
2695	U+0A87	ઇ	GUJARATI LETTER I	Lo	Gujarati	Gujarati	none						no						
2696	U+0A88	ઈ	GUJARATI LETTER II	Lo	Gujarati	Gujarati	none						no						
2697	U+0A89	ઉ	GUJARATI LETTER U	Lo	Gujarati	Gujarati	none						no						
2698	U+0A8A	ઊ	GUJARATI LETTER UU	Lo	Gujarati	Gujarati	none						no						
2699	U+0A8B	ઋ	GUJARATI LETTER VOCALIC R	Lo	Gujarati	Gujarati	none						no						
2700	U+0A8C	ઌ	GUJARATI LETTER VOCALIC L	Lo	Gujarati	Gujarati	none						no						
2701	U+0A8D	ઍ	GUJARATI VOWEL CANDRA E	Lo	Gujarati	Gujarati	none						no						
2703	U+0A8F	એ	GUJARATI LETTER E	Lo	Gujarati	Gujarati	none						no						
2704	U+0A90	ઐ	GUJARATI LETTER AI	Lo	Gujarati	Gujarati	none						no						
2705	U+0A91	ઑ	GUJARATI VOWEL CANDRA O	Lo	Gujarati	Gujarati	none						no						
2707	U+0A93	ઓ	GUJARATI LETTER O	Lo	Gujarati	Gujarati	none						no						
2708	U+0A94	ઔ	GUJARATI LETTER AU	Lo	Gujarati	Gujarati	none						no						
2709	U+0A95	ક	GUJARATI LETTER KA	Lo	Gujarati	Gujarati	none						no						
2710	U+0A96	ખ	GUJARATI LETTER KHA	Lo	Gujarati	Gujarati	none						no						
2711	U+0A97	ગ	GUJARATI LETTER GA	Lo	Gujarati	Gujarati	none						no						
2712	U+0A98	ઘ	GUJARATI LETTER GHA	Lo	Gujarati	Gujarati	none						no						
2713	U+0A99	ઙ	GUJARATI LETTER NGA	Lo	Gujarati	Gujarati	none						no						
2714	U+0A9A	ચ	GUJARATI LETTER CA	Lo	Gujarati	Gujarati	none						no						
2715	U+0A9B	છ	GUJARATI LETTER CHA	Lo	Gujarati	Gujarati	none						no						
2716	U+0A9C	જ	GUJARATI LETTER JA	Lo	Gujarati	Gujarati	none						no						
2717	U+0A9D	ઝ	GUJARATI LETTER JHA	Lo	Gujarati	Gujarati	none						no						
2718	U+0A9E	ઞ	GUJARATI LETTER NYA	Lo	Gujarati	Gujarati	none						no						
2719	U+0A9F	ટ	GUJARATI LETTER TTA	Lo	Gujarati	Gujarati	none						no						
2720	U+0AA0	ઠ	GUJARATI LETTER TTHA	Lo	Gujarati	Gujarati	none						no						
2721	U+0AA1	ડ	GUJARATI LETTER DDA	Lo	Gujarati	Gujarati	none						no						
2722	U+0AA2	ઢ	GUJARATI LETTER DDHA	Lo	Gujarati	Gujarati	none						no						
2723	U+0AA3	ણ	GUJARATI LETTER NNA	Lo	Gujarati	Gujarati	none						no						
2724	U+0AA4	ત	GUJARATI LETTER TA	Lo	Gujarati	Gujarati	none						no						
2725	U+0AA5	થ	GUJARATI LETTER THA	Lo	Gujarati	Gujarati	none						no						
2726	U+0AA6	દ	GUJARATI LETTER DA	Lo	Gujarati	Gujarati	none						no						
2727	U+0AA7	ધ	GUJARATI LETTER DHA	Lo	Gujarati	Gujarati	none						no						
2728	U+0AA8	ન	GUJARATI LETTER NA	Lo	Gujarati	Gujarati	none						no						
2730	U+0AAA	પ	GUJARATI LETTER PA	Lo	Gujarati	Gujarati	none						no						
2731	U+0AAB	ફ	GUJARATI LETTER PHA	Lo	Gujarati	Gujarati	none						no						
2732	U+0AAC	બ	GUJARATI LETTER BA	Lo	Gujarati	Gujarati	none						no						
2733	U+0AAD	ભ	GUJARATI LETTER BHA	Lo	Gujarati	Gujarati	none						no						
2734	U+0AAE	મ	GUJARATI LETTER MA	Lo	Gujarati	Gujarati	none						no						
2735	U+0AAF	ય	GUJARATI LETTER YA	Lo	Gujarati	Gujarati	none						no						
2736	U+0AB0	ર	GUJARATI LETTER RA	Lo	Gujarati	Gujarati	none						no						
2738	U+0AB2	લ	GUJARATI LETTER LA	Lo	Gujarati	Gujarati	none						no						
2739	U+0AB3	ળ	GUJARATI LETTER LLA	Lo	Gujarati	Gujarati	none						no						
2741	U+0AB5	વ	GUJARATI LETTER VA	Lo	Gujarati	Gujarati	none						no						
2742	U+0AB6	શ	GUJARATI LETTER SHA	Lo	Gujarati	Gujarati	none						no						
2743	U+0AB7	ષ	GUJARATI LETTER SSA	Lo	Gujarati	Gujarati	none						no						
2744	U+0AB8	સ	GUJARATI LETTER SA	Lo	Gujarati	Gujarati	none						no						
2745	U+0AB9	હ	GUJARATI LETTER HA	Lo	Gujarati	Gujarati	none						no						
2748	U+0ABC	઼	GUJARATI SIGN NUKTA	Mn	Gujarati	Gujarati	none						no						
2749	U+0ABD	ઽ	GUJARATI SIGN AVAGRAHA	Lo	Gujarati	Gujarati	none						no						
2750	U+0ABE	ા	GUJARATI VOWEL SIGN AA	Mc	Gujarati	Gujarati	none						no						
2751	U+0ABF	િ	GUJARATI VOWEL SIGN I	Mc	Gujarati	Gujarati	none						no						
2752	U+0AC0	ી	GUJARATI VOWEL SIGN II	Mc	Gujarati	Gujarati	none						no						
2753	U+0AC1	ુ	GUJARATI VOWEL SIGN U	Mn	Gujarati	Gujarati	none						no						
2754	U+0AC2	ૂ	GUJARATI VOWEL SIGN UU	Mn	Gujarati	Gujarati	none						no						
2755	U+0AC3	ૃ	GUJARATI VOWEL SIGN VOCALIC R	Mn	Gujarati	Gujarati	none						no						
2756	U+0AC4	ૄ	GUJARATI VOWEL SIGN VOCALIC RR	Mn	Gujarati	Gujarati	none						no						
2757	U+0AC5	ૅ	GUJARATI VOWEL SIGN CANDRA E	Mn	Gujarati	Gujarati	none						no						
2759	U+0AC7	ે	GUJARATI VOWEL SIGN E	Mn	Gujarati	Gujarati	none						no						
2760	U+0AC8	ૈ	GUJARATI VOWEL SIGN AI	Mn	Gujarati	Gujarati	none						no						
2761	U+0AC9	ૉ	GUJARATI VOWEL SIGN CANDRA O	Mc	Gujarati	Gujarati	none						no						
2763	U+0ACB	ો	GUJARATI VOWEL SIGN O	Mc	Gujarati	Gujarati	none						no						
2764	U+0ACC	ૌ	GUJARATI VOWEL SIGN AU	Mc	Gujarati	Gujarati	none						no						
2765	U+0ACD	્	GUJARATI SIGN VIRAMA	Mn	Gujarati	Gujarati	none						no						
2768	U+0AD0	ૐ	GUJARATI OM	Lo	Gujarati	Gujarati	none						no						
2784	U+0AE0	ૠ	GUJARATI LETTER VOCALIC RR	Lo	Gujarati	Gujarati	none						no						
2785	U+0AE1	ૡ	GUJARATI LETTER VOCALIC LL	Lo	Gujarati	Gujarati	none						no						
2786	U+0AE2	ૢ	GUJARATI VOWEL SIGN VOCALIC L	Mn	Gujarati	Gujarati	none						no						
2787	U+0AE3	ૣ	GUJARATI VOWEL SIGN VOCALIC LL	Mn	Gujarati	Gujarati	none						no						
2790	U+0AE6	૦	GUJARATI DIGIT ZERO	Nd	Gujarati	Gujarati	decimal	0	gujarati	positional-decimal	digit		yes						
2791	U+0AE7	૧	GUJARATI DIGIT ONE	Nd	Gujarati	Gujarati	decimal	1	gujarati	positional-decimal	digit		yes						
2792	U+0AE8	૨	GUJARATI DIGIT TWO	Nd	Gujarati	Gujarati	decimal	2	gujarati	positional-decimal	digit		yes						
2793	U+0AE9	૩	GUJARATI DIGIT THREE	Nd	Gujarati	Gujarati	decimal	3	gujarati	positional-decimal	digit		yes						
2794	U+0AEA	૪	GUJARATI DIGIT FOUR	Nd	Gujarati	Gujarati	decimal	4	gujarati	positional-decimal	digit		yes						
2795	U+0AEB	૫	GUJARATI DIGIT FIVE	Nd	Gujarati	Gujarati	decimal	5	gujarati	positional-decimal	digit		yes						
2796	U+0AEC	૬	GUJARATI DIGIT SIX	Nd	Gujarati	Gujarati	decimal	6	gujarati	positional-decimal	digit		yes						
2797	U+0AED	૭	GUJARATI DIGIT SEVEN	Nd	Gujarati	Gujarati	decimal	7	gujarati	positional-decimal	digit		yes						
2798	U+0AEE	૮	GUJARATI DIGIT EIGHT	Nd	Gujarati	Gujarati	decimal	8	gujarati	positional-decimal	digit		yes						
2799	U+0AEF	૯	GUJARATI DIGIT NINE	Nd	Gujarati	Gujarati	decimal	9	gujarati	positional-decimal	digit		yes						
2800	U+0AF0	૰	GUJARATI ABBREVIATION SIGN	Po	Gujarati	Gujarati	none						no						
2801	U+0AF1	૱	GUJARATI RUPEE SIGN	Sc	Gujarati	Gujarati	none						no						
2809	U+0AF9	ૹ	GUJARATI LETTER ZHA	Lo	Gujarati	Gujarati	none						no						
2810	U+0AFA	ૺ	GUJARATI SIGN SUKUN	Mn	Gujarati	Gujarati	none						no						
2811	U+0AFB	ૻ	GUJARATI SIGN SHADDA	Mn	Gujarati	Gujarati	none						no						
2812	U+0AFC	ૼ	GUJARATI SIGN MADDAH	Mn	Gujarati	Gujarati	none						no						
2813	U+0AFD	૽	GUJARATI SIGN THREE-DOT NUKTA ABOVE	Mn	Gujarati	Gujarati	none						no						
2814	U+0AFE	૾	GUJARATI SIGN CIRCLE NUKTA ABOVE	Mn	Gujarati	Gujarati	none						no						
2815	U+0AFF	૿	GUJARATI SIGN TWO-CIRCLE NUKTA ABOVE	Mn	Gujarati	Gujarati	none						no						
2817	U+0B01	ଁ	ORIYA SIGN CANDRABINDU	Mn	Oriya	Oriya	none						no						
2818	U+0B02	ଂ	ORIYA SIGN ANUSVARA	Mc	Oriya	Oriya	none						no						
2819	U+0B03	ଃ	ORIYA SIGN VISARGA	Mc	Oriya	Oriya	none						no						
2821	U+0B05	ଅ	ORIYA LETTER A	Lo	Oriya	Oriya	none						no						
2822	U+0B06	ଆ	ORIYA LETTER AA	Lo	Oriya	Oriya	none						no						
2823	U+0B07	ଇ	ORIYA LETTER I	Lo	Oriya	Oriya	none						no						
2824	U+0B08	ଈ	ORIYA LETTER II	Lo	Oriya	Oriya	none						no						
2825	U+0B09	ଉ	ORIYA LETTER U	Lo	Oriya	Oriya	none						no						
2826	U+0B0A	ଊ	ORIYA LETTER UU	Lo	Oriya	Oriya	none						no						
2827	U+0B0B	ଋ	ORIYA LETTER VOCALIC R	Lo	Oriya	Oriya	none						no						
2828	U+0B0C	ଌ	ORIYA LETTER VOCALIC L	Lo	Oriya	Oriya	none						no						
2831	U+0B0F	ଏ	ORIYA LETTER E	Lo	Oriya	Oriya	none						no						
2832	U+0B10	ଐ	ORIYA LETTER AI	Lo	Oriya	Oriya	none						no						
2835	U+0B13	ଓ	ORIYA LETTER O	Lo	Oriya	Oriya	none						no						
2836	U+0B14	ଔ	ORIYA LETTER AU	Lo	Oriya	Oriya	none						no						
2837	U+0B15	କ	ORIYA LETTER KA	Lo	Oriya	Oriya	none						no						
2838	U+0B16	ଖ	ORIYA LETTER KHA	Lo	Oriya	Oriya	none						no						
2839	U+0B17	ଗ	ORIYA LETTER GA	Lo	Oriya	Oriya	none						no						
2840	U+0B18	ଘ	ORIYA LETTER GHA	Lo	Oriya	Oriya	none						no						
2841	U+0B19	ଙ	ORIYA LETTER NGA	Lo	Oriya	Oriya	none						no						
2842	U+0B1A	ଚ	ORIYA LETTER CA	Lo	Oriya	Oriya	none						no						
2843	U+0B1B	ଛ	ORIYA LETTER CHA	Lo	Oriya	Oriya	none						no						
2844	U+0B1C	ଜ	ORIYA LETTER JA	Lo	Oriya	Oriya	none						no						
2845	U+0B1D	ଝ	ORIYA LETTER JHA	Lo	Oriya	Oriya	none						no						
2846	U+0B1E	ଞ	ORIYA LETTER NYA	Lo	Oriya	Oriya	none						no						
2847	U+0B1F	ଟ	ORIYA LETTER TTA	Lo	Oriya	Oriya	none						no						
2848	U+0B20	ଠ	ORIYA LETTER TTHA	Lo	Oriya	Oriya	none						no						
2849	U+0B21	ଡ	ORIYA LETTER DDA	Lo	Oriya	Oriya	none						no						
2850	U+0B22	ଢ	ORIYA LETTER DDHA	Lo	Oriya	Oriya	none						no						
2851	U+0B23	ଣ	ORIYA LETTER NNA	Lo	Oriya	Oriya	none						no						
2852	U+0B24	ତ	ORIYA LETTER TA	Lo	Oriya	Oriya	none						no						
2853	U+0B25	ଥ	ORIYA LETTER THA	Lo	Oriya	Oriya	none						no						
2854	U+0B26	ଦ	ORIYA LETTER DA	Lo	Oriya	Oriya	none						no						
2855	U+0B27	ଧ	ORIYA LETTER DHA	Lo	Oriya	Oriya	none						no						
2856	U+0B28	ନ	ORIYA LETTER NA	Lo	Oriya	Oriya	none						no						
2858	U+0B2A	ପ	ORIYA LETTER PA	Lo	Oriya	Oriya	none						no						
2859	U+0B2B	ଫ	ORIYA LETTER PHA	Lo	Oriya	Oriya	none						no						
2860	U+0B2C	ବ	ORIYA LETTER BA	Lo	Oriya	Oriya	none						no						
2861	U+0B2D	ଭ	ORIYA LETTER BHA	Lo	Oriya	Oriya	none						no						
2862	U+0B2E	ମ	ORIYA LETTER MA	Lo	Oriya	Oriya	none						no						
