cp	hex	char	block	preferred	used_face	n_fonts	preferred_has_native	alt_fonts
10366	U+287E	⡾	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10367	U+287F	⡿	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10368	U+2880	⢀	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10369	U+2881	⢁	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10370	U+2882	⢂	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10371	U+2883	⢃	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10372	U+2884	⢄	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10373	U+2885	⢅	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10374	U+2886	⢆	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10375	U+2887	⢇	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10376	U+2888	⢈	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10377	U+2889	⢉	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10378	U+288A	⢊	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10379	U+288B	⢋	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10380	U+288C	⢌	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10381	U+288D	⢍	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10382	U+288E	⢎	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10383	U+288F	⢏	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10384	U+2890	⢐	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10385	U+2891	⢑	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10386	U+2892	⢒	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10387	U+2893	⢓	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10388	U+2894	⢔	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10389	U+2895	⢕	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10390	U+2896	⢖	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10391	U+2897	⢗	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10392	U+2898	⢘	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10393	U+2899	⢙	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10394	U+289A	⢚	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10395	U+289B	⢛	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10396	U+289C	⢜	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10397	U+289D	⢝	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10398	U+289E	⢞	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10399	U+289F	⢟	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10400	U+28A0	⢠	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10401	U+28A1	⢡	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10402	U+28A2	⢢	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10403	U+28A3	⢣	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10404	U+28A4	⢤	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10405	U+28A5	⢥	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10406	U+28A6	⢦	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10407	U+28A7	⢧	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10408	U+28A8	⢨	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10409	U+28A9	⢩	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10410	U+28AA	⢪	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10411	U+28AB	⢫	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10412	U+28AC	⢬	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10413	U+28AD	⢭	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10414	U+28AE	⢮	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10415	U+28AF	⢯	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10416	U+28B0	⢰	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10417	U+28B1	⢱	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10418	U+28B2	⢲	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10419	U+28B3	⢳	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10420	U+28B4	⢴	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10421	U+28B5	⢵	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10422	U+28B6	⢶	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10423	U+28B7	⢷	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10424	U+28B8	⢸	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10425	U+28B9	⢹	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10426	U+28BA	⢺	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10427	U+28BB	⢻	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10428	U+28BC	⢼	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10429	U+28BD	⢽	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10430	U+28BE	⢾	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10431	U+28BF	⢿	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10432	U+28C0	⣀	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10433	U+28C1	⣁	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10434	U+28C2	⣂	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10435	U+28C3	⣃	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10436	U+28C4	⣄	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10437	U+28C5	⣅	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10438	U+28C6	⣆	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10439	U+28C7	⣇	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10440	U+28C8	⣈	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10441	U+28C9	⣉	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10442	U+28CA	⣊	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10443	U+28CB	⣋	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10444	U+28CC	⣌	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10445	U+28CD	⣍	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10446	U+28CE	⣎	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10447	U+28CF	⣏	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10448	U+28D0	⣐	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10449	U+28D1	⣑	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10450	U+28D2	⣒	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10451	U+28D3	⣓	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10452	U+28D4	⣔	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10453	U+28D5	⣕	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10454	U+28D6	⣖	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10455	U+28D7	⣗	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10456	U+28D8	⣘	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10457	U+28D9	⣙	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10458	U+28DA	⣚	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10459	U+28DB	⣛	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10460	U+28DC	⣜	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10461	U+28DD	⣝	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10462	U+28DE	⣞	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10463	U+28DF	⣟	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10464	U+28E0	⣠	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10465	U+28E1	⣡	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10466	U+28E2	⣢	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10467	U+28E3	⣣	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10468	U+28E4	⣤	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10469	U+28E5	⣥	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10470	U+28E6	⣦	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10471	U+28E7	⣧	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10472	U+28E8	⣨	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10473	U+28E9	⣩	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10474	U+28EA	⣪	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10475	U+28EB	⣫	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10476	U+28EC	⣬	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10477	U+28ED	⣭	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10478	U+28EE	⣮	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10479	U+28EF	⣯	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10480	U+28F0	⣰	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10481	U+28F1	⣱	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10482	U+28F2	⣲	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10483	U+28F3	⣳	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10484	U+28F4	⣴	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10485	U+28F5	⣵	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10486	U+28F6	⣶	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10487	U+28F7	⣷	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10488	U+28F8	⣸	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10489	U+28F9	⣹	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10490	U+28FA	⣺	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10491	U+28FB	⣻	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10492	U+28FC	⣼	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10493	U+28FD	⣽	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10494	U+28FE	⣾	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10495	U+28FF	⣿	Braille Patterns	ghostty-sprite	ghostty-sprite	3	no	JuliaMono|Apple Symbols|CaskaydiaCove Nerd Font Mono
10496	U+2900	⤀	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10497	U+2901	⤁	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10498	U+2902	⤂	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10499	U+2903	⤃	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10500	U+2904	⤄	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10501	U+2905	⤅	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10502	U+2906	⤆	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10503	U+2907	⤇	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10504	U+2908	⤈	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10505	U+2909	⤉	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10506	U+290A	⤊	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	4	yes	Apple Symbols|STIX Two Math|Monaspace Xenon
10507	U+290B	⤋	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	4	yes	Apple Symbols|STIX Two Math|Monaspace Xenon
10508	U+290C	⤌	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10509	U+290D	⤍	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10510	U+290E	⤎	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10511	U+290F	⤏	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10512	U+2910	⤐	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10513	U+2911	⤑	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10514	U+2912	⤒	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10515	U+2913	⤓	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10516	U+2914	⤔	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10517	U+2915	⤕	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10518	U+2916	⤖	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	5	yes	JetBrains Mono|JetBrains Mono NoNF|Apple Symbols|STIX Two Math
10519	U+2917	⤗	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10520	U+2918	⤘	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10521	U+2919	⤙	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10522	U+291A	⤚	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10523	U+291B	⤛	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10524	U+291C	⤜	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10525	U+291D	⤝	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10526	U+291E	⤞	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10527	U+291F	⤟	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10528	U+2920	⤠	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10529	U+2921	⤡	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10530	U+2922	⤢	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10531	U+2923	⤣	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10532	U+2924	⤤	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10533	U+2925	⤥	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10534	U+2926	⤦	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10535	U+2927	⤧	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10536	U+2928	⤨	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10537	U+2929	⤩	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10538	U+292A	⤪	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10539	U+292B	⤫	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10540	U+292C	⤬	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10541	U+292D	⤭	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10542	U+292E	⤮	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10543	U+292F	⤯	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10544	U+2930	⤰	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10545	U+2931	⤱	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10546	U+2932	⤲	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10547	U+2933	⤳	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10548	U+2934	⤴	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	6	yes	Apple Symbols|STIX Two Math|Apple Color Emoji|Monaspace Xenon|AppleGothic
10549	U+2935	⤵	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	6	yes	Apple Symbols|STIX Two Math|Apple Color Emoji|Monaspace Xenon|AppleGothic
10550	U+2936	⤶	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	5	yes	Apple Symbols|STIX Two Math|Monaspace Xenon|AppleGothic
10551	U+2937	⤷	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	5	yes	Apple Symbols|STIX Two Math|Monaspace Xenon|AppleGothic
10552	U+2938	⤸	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	4	yes	Apple Symbols|STIX Two Math|Monaspace Xenon
10553	U+2939	⤹	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	5	yes	Apple Symbols|STIX Two Math|Monaspace Xenon|AppleGothic
10554	U+293A	⤺	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
10555	U+293B	⤻	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	4	yes	Apple Symbols|STIX Two Math|Monaspace Xenon
10556	U+293C	⤼	Supplemental Arrows-B	JuliaMono	JuliaMono Regular	3	yes	Apple Symbols|STIX Two Math
