cp	hex	char	utf8_bytes	o200k_base_n	o200k_base_ids	o200k_base_rt	o200k_base_bucket	o200k_harmony_n	o200k_harmony_ids	o200k_harmony_rt	o200k_harmony_bucket	cl100k_base_n	cl100k_base_ids	cl100k_base_rt	cl100k_base_bucket	r50k_base_n	r50k_base_ids	r50k_base_rt	r50k_base_bucket	llama32_n	llama32_ids	llama32_rt	llama32_bucket	claude_xenova_n	claude_xenova_ids	claude_xenova_rt	claude_xenova_bucket
43874	U+AB62	ꭢ	3	3	166,255,95	yes	byte-ish	3	166,255,95	yes	byte-ish	3	166,255,95	yes	byte-ish	3	166,255,95	yes	byte-ish	4	128000,166,255,95	yes	fragmented	3	171,260,100	yes	byte-ish
43875	U+AB63	ꭣ	3	3	166,255,96	yes	byte-ish	3	166,255,96	yes	byte-ish	3	166,255,96	yes	byte-ish	3	166,255,96	yes	byte-ish	4	128000,166,255,96	yes	fragmented	3	171,260,101	yes	byte-ish
43876	U+AB64	ꭤ	3	3	166,255,97	yes	byte-ish	3	166,255,97	yes	byte-ish	3	166,255,97	yes	byte-ish	3	166,255,97	yes	byte-ish	4	128000,166,255,97	yes	fragmented	3	171,260,102	yes	byte-ish
43877	U+AB65	ꭥ	3	3	166,255,98	yes	byte-ish	3	166,255,98	yes	byte-ish	3	166,255,98	yes	byte-ish	3	166,255,98	yes	byte-ish	4	128000,166,255,98	yes	fragmented	3	171,260,103	yes	byte-ish
43878	U+AB66	ꭦ	3	3	166,255,99	yes	byte-ish	3	166,255,99	yes	byte-ish	3	166,255,99	yes	byte-ish	3	166,255,99	yes	byte-ish	4	128000,166,255,99	yes	fragmented	3	171,260,104	yes	byte-ish
43879	U+AB67	ꭧ	3	3	166,255,100	yes	byte-ish	3	166,255,100	yes	byte-ish	3	166,255,100	yes	byte-ish	3	166,255,100	yes	byte-ish	4	128000,166,255,100	yes	fragmented	3	171,260,105	yes	byte-ish
43880	U+AB68	ꭨ	3	3	166,255,101	yes	byte-ish	3	166,255,101	yes	byte-ish	3	166,255,101	yes	byte-ish	3	166,255,101	yes	byte-ish	4	128000,166,255,101	yes	fragmented	3	171,260,106	yes	byte-ish
43881	U+AB69	ꭩ	3	3	166,255,102	yes	byte-ish	3	166,255,102	yes	byte-ish	3	166,255,102	yes	byte-ish	3	166,255,102	yes	byte-ish	4	128000,166,255,102	yes	fragmented	3	171,260,107	yes	byte-ish
43882	U+AB6A	꭪	3	3	166,255,103	yes	byte-ish	3	166,255,103	yes	byte-ish	3	166,255,103	yes	byte-ish	3	166,255,103	yes	byte-ish	4	128000,166,255,103	yes	fragmented	3	171,260,108	yes	byte-ish
43883	U+AB6B	꭫	3	3	166,255,104	yes	byte-ish	3	166,255,104	yes	byte-ish	3	166,255,104	yes	byte-ish	3	166,255,104	yes	byte-ish	4	128000,166,255,104	yes	fragmented	3	171,260,109	yes	byte-ish
43888	U+AB70	ꭰ	3	3	166,255,108	yes	byte-ish	3	166,255,108	yes	byte-ish	3	166,255,108	yes	byte-ish	3	166,255,108	yes	byte-ish	4	128000,166,255,108	yes	fragmented	3	171,260,113	yes	byte-ish
43889	U+AB71	ꭱ	3	3	166,255,109	yes	byte-ish	3	166,255,109	yes	byte-ish	3	166,255,109	yes	byte-ish	3	166,255,109	yes	byte-ish	4	128000,166,255,109	yes	fragmented	3	171,260,114	yes	byte-ish
43890	U+AB72	ꭲ	3	3	166,255,110	yes	byte-ish	3	166,255,110	yes	byte-ish	3	166,255,110	yes	byte-ish	3	166,255,110	yes	byte-ish	4	128000,166,255,110	yes	fragmented	3	171,260,115	yes	byte-ish
43891	U+AB73	ꭳ	3	3	166,255,111	yes	byte-ish	3	166,255,111	yes	byte-ish	3	166,255,111	yes	byte-ish	3	166,255,111	yes	byte-ish	4	128000,166,255,111	yes	fragmented	3	171,260,116	yes	byte-ish
43892	U+AB74	ꭴ	3	3	166,255,112	yes	byte-ish	3	166,255,112	yes	byte-ish	3	166,255,112	yes	byte-ish	3	166,255,112	yes	byte-ish	4	128000,166,255,112	yes	fragmented	3	171,260,117	yes	byte-ish
43893	U+AB75	ꭵ	3	3	166,255,113	yes	byte-ish	3	166,255,113	yes	byte-ish	3	166,255,113	yes	byte-ish	3	166,255,113	yes	byte-ish	4	128000,166,255,113	yes	fragmented	3	171,260,118	yes	byte-ish
43894	U+AB76	ꭶ	3	3	166,255,114	yes	byte-ish	3	166,255,114	yes	byte-ish	3	166,255,114	yes	byte-ish	3	166,255,114	yes	byte-ish	4	128000,166,255,114	yes	fragmented	3	171,260,119	yes	byte-ish
43895	U+AB77	ꭷ	3	3	166,255,115	yes	byte-ish	3	166,255,115	yes	byte-ish	3	166,255,115	yes	byte-ish	2	166,48953	yes	byte-ish	4	128000,166,255,115	yes	fragmented	3	171,260,120	yes	byte-ish
43896	U+AB78	ꭸ	3	3	166,255,116	yes	byte-ish	3	166,255,116	yes	byte-ish	3	166,255,116	yes	byte-ish	3	166,255,116	yes	byte-ish	4	128000,166,255,116	yes	fragmented	3	171,260,121	yes	byte-ish
43897	U+AB79	ꭹ	3	3	166,255,117	yes	byte-ish	3	166,255,117	yes	byte-ish	3	166,255,117	yes	byte-ish	3	166,255,117	yes	byte-ish	4	128000,166,255,117	yes	fragmented	3	171,260,122	yes	byte-ish
43898	U+AB7A	ꭺ	3	3	166,255,118	yes	byte-ish	3	166,255,118	yes	byte-ish	3	166,255,118	yes	byte-ish	3	166,255,118	yes	byte-ish	4	128000,166,255,118	yes	fragmented	3	171,260,123	yes	byte-ish
43899	U+AB7B	ꭻ	3	3	166,255,119	yes	byte-ish	3	166,255,119	yes	byte-ish	3	166,255,119	yes	byte-ish	3	166,255,119	yes	byte-ish	4	128000,166,255,119	yes	fragmented	3	171,260,124	yes	byte-ish
43900	U+AB7C	ꭼ	3	3	166,255,120	yes	byte-ish	3	166,255,120	yes	byte-ish	3	166,255,120	yes	byte-ish	3	166,255,120	yes	byte-ish	4	128000,166,255,120	yes	fragmented	3	171,260,125	yes	byte-ish
43901	U+AB7D	ꭽ	3	3	166,255,121	yes	byte-ish	3	166,255,121	yes	byte-ish	3	166,255,121	yes	byte-ish	3	166,255,121	yes	byte-ish	4	128000,166,255,121	yes	fragmented	3	171,260,126	yes	byte-ish
43902	U+AB7E	ꭾ	3	3	166,255,122	yes	byte-ish	3	166,255,122	yes	byte-ish	3	166,255,122	yes	byte-ish	3	166,255,122	yes	byte-ish	4	128000,166,255,122	yes	fragmented	3	171,260,127	yes	byte-ish
43903	U+AB7F	ꭿ	3	3	166,255,123	yes	byte-ish	3	166,255,123	yes	byte-ish	3	166,255,123	yes	byte-ish	3	166,255,123	yes	byte-ish	4	128000,166,255,123	yes	fragmented	3	171,260,128	yes	byte-ish
43904	U+AB80	ꮀ	3	3	166,106,222	yes	byte-ish	3	166,106,222	yes	byte-ish	3	166,106,222	yes	byte-ish	3	166,106,222	yes	byte-ish	4	128000,166,106,222	yes	fragmented	3	171,111,227	yes	byte-ish
43905	U+AB81	ꮁ	3	3	166,106,223	yes	byte-ish	3	166,106,223	yes	byte-ish	3	166,106,223	yes	byte-ish	3	166,106,223	yes	byte-ish	4	128000,166,106,223	yes	fragmented	3	171,111,228	yes	byte-ish
43906	U+AB82	ꮂ	3	3	166,106,224	yes	byte-ish	3	166,106,224	yes	byte-ish	3	166,106,224	yes	byte-ish	3	166,106,224	yes	byte-ish	4	128000,166,106,224	yes	fragmented	3	171,111,229	yes	byte-ish
43907	U+AB83	ꮃ	3	3	166,106,225	yes	byte-ish	3	166,106,225	yes	byte-ish	3	166,106,225	yes	byte-ish	3	166,106,225	yes	byte-ish	4	128000,166,106,225	yes	fragmented	3	171,111,230	yes	byte-ish
43908	U+AB84	ꮄ	3	3	166,106,226	yes	byte-ish	3	166,106,226	yes	byte-ish	3	166,106,226	yes	byte-ish	3	166,106,226	yes	byte-ish	4	128000,166,106,226	yes	fragmented	3	171,111,231	yes	byte-ish
43909	U+AB85	ꮅ	3	3	166,106,227	yes	byte-ish	3	166,106,227	yes	byte-ish	3	166,106,227	yes	byte-ish	3	166,106,227	yes	byte-ish	4	128000,166,106,227	yes	fragmented	3	171,111,232	yes	byte-ish
43910	U+AB86	ꮆ	3	3	166,106,228	yes	byte-ish	3	166,106,228	yes	byte-ish	3	166,106,228	yes	byte-ish	3	166,106,228	yes	byte-ish	4	128000,166,106,228	yes	fragmented	3	171,111,233	yes	byte-ish
43911	U+AB87	ꮇ	3	3	166,106,229	yes	byte-ish	3	166,106,229	yes	byte-ish	3	166,106,229	yes	byte-ish	3	166,106,229	yes	byte-ish	4	128000,166,106,229	yes	fragmented	3	171,111,234	yes	byte-ish
43912	U+AB88	ꮈ	3	3	166,106,230	yes	byte-ish	3	166,106,230	yes	byte-ish	3	166,106,230	yes	byte-ish	3	166,106,230	yes	byte-ish	4	128000,166,106,230	yes	fragmented	3	171,111,235	yes	byte-ish
43913	U+AB89	ꮉ	3	3	166,106,231	yes	byte-ish	3	166,106,231	yes	byte-ish	3	166,106,231	yes	byte-ish	3	166,106,231	yes	byte-ish	4	128000,166,106,231	yes	fragmented	3	171,111,236	yes	byte-ish
43914	U+AB8A	ꮊ	3	3	166,106,232	yes	byte-ish	3	166,106,232	yes	byte-ish	3	166,106,232	yes	byte-ish	3	166,106,232	yes	byte-ish	4	128000,166,106,232	yes	fragmented	3	171,111,237	yes	byte-ish
43915	U+AB8B	ꮋ	3	3	166,106,233	yes	byte-ish	3	166,106,233	yes	byte-ish	3	166,106,233	yes	byte-ish	3	166,106,233	yes	byte-ish	4	128000,166,106,233	yes	fragmented	3	171,111,238	yes	byte-ish
43916	U+AB8C	ꮌ	3	3	166,106,234	yes	byte-ish	3	166,106,234	yes	byte-ish	3	166,106,234	yes	byte-ish	3	166,106,234	yes	byte-ish	4	128000,166,106,234	yes	fragmented	3	171,111,239	yes	byte-ish
43917	U+AB8D	ꮍ	3	3	166,106,235	yes	byte-ish	3	166,106,235	yes	byte-ish	3	166,106,235	yes	byte-ish	3	166,106,235	yes	byte-ish	4	128000,166,106,235	yes	fragmented	3	171,111,240	yes	byte-ish
43918	U+AB8E	ꮎ	3	3	166,106,236	yes	byte-ish	3	166,106,236	yes	byte-ish	3	166,106,236	yes	byte-ish	3	166,106,236	yes	byte-ish	4	128000,166,106,236	yes	fragmented	3	171,111,241	yes	byte-ish
43919	U+AB8F	ꮏ	3	3	166,106,237	yes	byte-ish	3	166,106,237	yes	byte-ish	3	166,106,237	yes	byte-ish	3	166,106,237	yes	byte-ish	4	128000,166,106,237	yes	fragmented	3	171,111,242	yes	byte-ish
43920	U+AB90	ꮐ	3	3	166,106,238	yes	byte-ish	3	166,106,238	yes	byte-ish	3	166,106,238	yes	byte-ish	3	166,106,238	yes	byte-ish	4	128000,166,106,238	yes	fragmented	3	171,111,243	yes	byte-ish
43921	U+AB91	ꮑ	3	3	166,106,239	yes	byte-ish	3	166,106,239	yes	byte-ish	3	166,106,239	yes	byte-ish	3	166,106,239	yes	byte-ish	4	128000,166,106,239	yes	fragmented	3	171,111,244	yes	byte-ish
43922	U+AB92	ꮒ	3	3	166,106,240	yes	byte-ish	3	166,106,240	yes	byte-ish	3	166,106,240	yes	byte-ish	3	166,106,240	yes	byte-ish	4	128000,166,106,240	yes	fragmented	3	171,111,245	yes	byte-ish
43923	U+AB93	ꮓ	3	3	166,106,241	yes	byte-ish	3	166,106,241	yes	byte-ish	3	166,106,241	yes	byte-ish	3	166,106,241	yes	byte-ish	4	128000,166,106,241	yes	fragmented	3	171,111,246	yes	byte-ish
43924	U+AB94	ꮔ	3	3	166,106,242	yes	byte-ish	3	166,106,242	yes	byte-ish	3	166,106,242	yes	byte-ish	3	166,106,242	yes	byte-ish	4	128000,166,106,242	yes	fragmented	3	171,111,247	yes	byte-ish
43925	U+AB95	ꮕ	3	3	166,106,243	yes	byte-ish	3	166,106,243	yes	byte-ish	3	166,106,243	yes	byte-ish	3	166,106,243	yes	byte-ish	4	128000,166,106,243	yes	fragmented	3	171,111,248	yes	byte-ish
43926	U+AB96	ꮖ	3	3	166,106,244	yes	byte-ish	3	166,106,244	yes	byte-ish	3	166,106,244	yes	byte-ish	3	166,106,244	yes	byte-ish	4	128000,166,106,244	yes	fragmented	3	171,111,249	yes	byte-ish
43927	U+AB97	ꮗ	3	3	166,106,245	yes	byte-ish	3	166,106,245	yes	byte-ish	3	166,106,245	yes	byte-ish	3	166,106,245	yes	byte-ish	4	128000,166,106,245	yes	fragmented	3	171,111,250	yes	byte-ish
43928	U+AB98	ꮘ	3	3	166,106,246	yes	byte-ish	3	166,106,246	yes	byte-ish	3	166,106,246	yes	byte-ish	3	166,106,246	yes	byte-ish	4	128000,166,106,246	yes	fragmented	3	171,111,251	yes	byte-ish
43929	U+AB99	ꮙ	3	3	166,106,247	yes	byte-ish	3	166,106,247	yes	byte-ish	3	166,106,247	yes	byte-ish	3	166,106,247	yes	byte-ish	4	128000,166,106,247	yes	fragmented	3	171,111,252	yes	byte-ish
43930	U+AB9A	ꮚ	3	3	166,106,248	yes	byte-ish	3	166,106,248	yes	byte-ish	3	166,106,248	yes	byte-ish	3	166,106,248	yes	byte-ish	4	128000,166,106,248	yes	fragmented	3	171,111,253	yes	byte-ish
43931	U+AB9B	ꮛ	3	3	166,106,249	yes	byte-ish	3	166,106,249	yes	byte-ish	3	166,106,249	yes	byte-ish	3	166,106,249	yes	byte-ish	4	128000,166,106,249	yes	fragmented	3	171,111,254	yes	byte-ish
43932	U+AB9C	ꮜ	3	3	166,106,250	yes	byte-ish	3	166,106,250	yes	byte-ish	3	166,106,250	yes	byte-ish	3	166,106,250	yes	byte-ish	4	128000,166,106,250	yes	fragmented	3	171,111,255	yes	byte-ish
43933	U+AB9D	ꮝ	3	3	166,106,251	yes	byte-ish	3	166,106,251	yes	byte-ish	3	166,106,251	yes	byte-ish	3	166,106,251	yes	byte-ish	4	128000,166,106,251	yes	fragmented	3	171,111,256	yes	byte-ish
43934	U+AB9E	ꮞ	3	3	166,106,252	yes	byte-ish	3	166,106,252	yes	byte-ish	3	166,106,252	yes	byte-ish	3	166,106,252	yes	byte-ish	4	128000,166,106,252	yes	fragmented	3	171,111,257	yes	byte-ish
43935	U+AB9F	ꮟ	3	3	166,106,253	yes	byte-ish	3	166,106,253	yes	byte-ish	3	166,106,253	yes	byte-ish	3	166,106,253	yes	byte-ish	4	128000,166,106,253	yes	fragmented	3	171,111,258	yes	byte-ish
43936	U+ABA0	ꮠ	3	3	166,106,254	yes	byte-ish	3	166,106,254	yes	byte-ish	3	166,106,254	yes	byte-ish	3	166,106,254	yes	byte-ish	4	128000,166,106,254	yes	fragmented	3	171,111,259	yes	byte-ish
43937	U+ABA1	ꮡ	3	3	166,106,94	yes	byte-ish	3	166,106,94	yes	byte-ish	3	166,106,94	yes	byte-ish	3	166,106,94	yes	byte-ish	4	128000,166,106,94	yes	fragmented	3	171,111,99	yes	byte-ish
43938	U+ABA2	ꮢ	3	3	166,106,95	yes	byte-ish	3	166,106,95	yes	byte-ish	3	166,106,95	yes	byte-ish	3	166,106,95	yes	byte-ish	4	128000,166,106,95	yes	fragmented	3	171,111,100	yes	byte-ish
43939	U+ABA3	ꮣ	3	3	166,106,96	yes	byte-ish	3	166,106,96	yes	byte-ish	3	166,106,96	yes	byte-ish	3	166,106,96	yes	byte-ish	4	128000,166,106,96	yes	fragmented	3	171,111,101	yes	byte-ish
43940	U+ABA4	ꮤ	3	2	166,91311	yes	byte-ish	2	166,91311	yes	byte-ish	3	166,106,97	yes	byte-ish	3	166,106,97	yes	byte-ish	3	128000,166,112800	yes	byte-ish	3	171,111,102	yes	byte-ish
43941	U+ABA5	ꮥ	3	3	166,106,98	yes	byte-ish	3	166,106,98	yes	byte-ish	3	166,106,98	yes	byte-ish	3	166,106,98	yes	byte-ish	4	128000,166,106,98	yes	fragmented	3	171,111,103	yes	byte-ish
43942	U+ABA6	ꮦ	3	3	166,106,99	yes	byte-ish	3	166,106,99	yes	byte-ish	3	166,106,99	yes	byte-ish	3	166,106,99	yes	byte-ish	4	128000,166,106,99	yes	fragmented	3	171,111,104	yes	byte-ish
43943	U+ABA7	ꮧ	3	3	166,106,100	yes	byte-ish	3	166,106,100	yes	byte-ish	3	166,106,100	yes	byte-ish	3	166,106,100	yes	byte-ish	4	128000,166,106,100	yes	fragmented	3	171,111,105	yes	byte-ish
43944	U+ABA8	ꮨ	3	3	166,106,101	yes	byte-ish	3	166,106,101	yes	byte-ish	3	166,106,101	yes	byte-ish	3	166,106,101	yes	byte-ish	4	128000,166,106,101	yes	fragmented	3	171,111,106	yes	byte-ish
43945	U+ABA9	ꮩ	3	3	166,106,102	yes	byte-ish	3	166,106,102	yes	byte-ish	3	166,106,102	yes	byte-ish	3	166,106,102	yes	byte-ish	4	128000,166,106,102	yes	fragmented	3	171,111,107	yes	byte-ish
43946	U+ABAA	ꮪ	3	3	166,106,103	yes	byte-ish	3	166,106,103	yes	byte-ish	3	166,106,103	yes	byte-ish	3	166,106,103	yes	byte-ish	4	128000,166,106,103	yes	fragmented	3	171,111,108	yes	byte-ish
43947	U+ABAB	ꮫ	3	3	166,106,104	yes	byte-ish	3	166,106,104	yes	byte-ish	3	166,106,104	yes	byte-ish	3	166,106,104	yes	byte-ish	4	128000,166,106,104	yes	fragmented	3	171,111,109	yes	byte-ish
43948	U+ABAC	ꮬ	3	3	166,106,105	yes	byte-ish	3	166,106,105	yes	byte-ish	3	166,106,105	yes	byte-ish	3	166,106,105	yes	byte-ish	4	128000,166,106,105	yes	fragmented	3	171,111,110	yes	byte-ish
43949	U+ABAD	ꮭ	3	3	166,106,255	yes	byte-ish	3	166,106,255	yes	byte-ish	3	166,106,255	yes	byte-ish	3	166,106,255	yes	byte-ish	4	128000,166,106,255	yes	fragmented	3	171,111,260	yes	byte-ish
43950	U+ABAE	ꮮ	3	3	166,106,106	yes	byte-ish	3	166,106,106	yes	byte-ish	3	166,106,106	yes	byte-ish	3	166,106,106	yes	byte-ish	4	128000,166,106,106	yes	fragmented	3	171,111,111	yes	byte-ish
43951	U+ABAF	ꮯ	3	3	166,106,107	yes	byte-ish	3	166,106,107	yes	byte-ish	3	166,106,107	yes	byte-ish	3	166,106,107	yes	byte-ish	4	128000,166,106,107	yes	fragmented	3	171,111,112	yes	byte-ish
43952	U+ABB0	ꮰ	3	3	166,106,108	yes	byte-ish	3	166,106,108	yes	byte-ish	3	166,106,108	yes	byte-ish	3	166,106,108	yes	byte-ish	4	128000,166,106,108	yes	fragmented	3	171,111,113	yes	byte-ish
43953	U+ABB1	ꮱ	3	3	166,106,109	yes	byte-ish	3	166,106,109	yes	byte-ish	3	166,106,109	yes	byte-ish	3	166,106,109	yes	byte-ish	4	128000,166,106,109	yes	fragmented	3	171,111,114	yes	byte-ish
43954	U+ABB2	ꮲ	3	3	166,106,110	yes	byte-ish	3	166,106,110	yes	byte-ish	3	166,106,110	yes	byte-ish	3	166,106,110	yes	byte-ish	4	128000,166,106,110	yes	fragmented	3	171,111,115	yes	byte-ish
43955	U+ABB3	ꮳ	3	3	166,106,111	yes	byte-ish	3	166,106,111	yes	byte-ish	3	166,106,111	yes	byte-ish	3	166,106,111	yes	byte-ish	4	128000,166,106,111	yes	fragmented	3	171,111,116	yes	byte-ish
43956	U+ABB4	ꮴ	3	3	166,106,112	yes	byte-ish	3	166,106,112	yes	byte-ish	3	166,106,112	yes	byte-ish	3	166,106,112	yes	byte-ish	4	128000,166,106,112	yes	fragmented	3	171,111,117	yes	byte-ish
43957	U+ABB5	ꮵ	3	3	166,106,113	yes	byte-ish	3	166,106,113	yes	byte-ish	3	166,106,113	yes	byte-ish	3	166,106,113	yes	byte-ish	4	128000,166,106,113	yes	fragmented	3	171,111,118	yes	byte-ish
43958	U+ABB6	ꮶ	3	3	166,106,114	yes	byte-ish	3	166,106,114	yes	byte-ish	3	166,106,114	yes	byte-ish	3	166,106,114	yes	byte-ish	4	128000,166,106,114	yes	fragmented	3	171,111,119	yes	byte-ish
43959	U+ABB7	ꮷ	3	3	166,106,115	yes	byte-ish	3	166,106,115	yes	byte-ish	3	166,106,115	yes	byte-ish	3	166,106,115	yes	byte-ish	4	128000,166,106,115	yes	fragmented	3	171,111,120	yes	byte-ish
43960	U+ABB8	ꮸ	3	3	166,106,116	yes	byte-ish	3	166,106,116	yes	byte-ish	3	166,106,116	yes	byte-ish	3	166,106,116	yes	byte-ish	4	128000,166,106,116	yes	fragmented	3	171,111,121	yes	byte-ish
43961	U+ABB9	ꮹ	3	3	166,106,117	yes	byte-ish	3	166,106,117	yes	byte-ish	3	166,106,117	yes	byte-ish	3	166,106,117	yes	byte-ish	4	128000,166,106,117	yes	fragmented	3	171,111,122	yes	byte-ish
43962	U+ABBA	ꮺ	3	3	166,106,118	yes	byte-ish	3	166,106,118	yes	byte-ish	3	166,106,118	yes	byte-ish	3	166,106,118	yes	byte-ish	4	128000,166,106,118	yes	fragmented	3	171,111,123	yes	byte-ish
43963	U+ABBB	ꮻ	3	3	166,106,119	yes	byte-ish	3	166,106,119	yes	byte-ish	3	166,106,119	yes	byte-ish	3	166,106,119	yes	byte-ish	4	128000,166,106,119	yes	fragmented	3	171,111,124	yes	byte-ish
43964	U+ABBC	ꮼ	3	3	166,106,120	yes	byte-ish	3	166,106,120	yes	byte-ish	3	166,106,120	yes	byte-ish	3	166,106,120	yes	byte-ish	4	128000,166,106,120	yes	fragmented	3	171,111,125	yes	byte-ish
43965	U+ABBD	ꮽ	3	3	166,106,121	yes	byte-ish	3	166,106,121	yes	byte-ish	3	166,106,121	yes	byte-ish	3	166,106,121	yes	byte-ish	4	128000,166,106,121	yes	fragmented	3	171,111,126	yes	byte-ish
43966	U+ABBE	ꮾ	3	3	166,106,122	yes	byte-ish	3	166,106,122	yes	byte-ish	3	166,106,122	yes	byte-ish	3	166,106,122	yes	byte-ish	4	128000,166,106,122	yes	fragmented	3	171,111,127	yes	byte-ish
43967	U+ABBF	ꮿ	3	3	166,106,123	yes	byte-ish	3	166,106,123	yes	byte-ish	3	166,106,123	yes	byte-ish	3	166,106,123	yes	byte-ish	4	128000,166,106,123	yes	fragmented	3	171,111,128	yes	byte-ish
43968	U+ABC0	ꯀ	3	3	166,107,222	yes	byte-ish	3	166,107,222	yes	byte-ish	3	166,107,222	yes	byte-ish	3	166,107,222	yes	byte-ish	4	128000,166,107,222	yes	fragmented	3	171,112,227	yes	byte-ish
43969	U+ABC1	ꯁ	3	3	166,107,223	yes	byte-ish	3	166,107,223	yes	byte-ish	3	166,107,223	yes	byte-ish	3	166,107,223	yes	byte-ish	4	128000,166,107,223	yes	fragmented	3	171,112,228	yes	byte-ish
43970	U+ABC2	ꯂ	3	3	166,107,224	yes	byte-ish	3	166,107,224	yes	byte-ish	3	166,107,224	yes	byte-ish	3	166,107,224	yes	byte-ish	4	128000,166,107,224	yes	fragmented	3	171,112,229	yes	byte-ish
43971	U+ABC3	ꯃ	3	3	166,107,225	yes	byte-ish	3	166,107,225	yes	byte-ish	3	166,107,225	yes	byte-ish	3	166,107,225	yes	byte-ish	4	128000,166,107,225	yes	fragmented	3	171,112,230	yes	byte-ish
43972	U+ABC4	ꯄ	3	3	166,107,226	yes	byte-ish	3	166,107,226	yes	byte-ish	3	166,107,226	yes	byte-ish	3	166,107,226	yes	byte-ish	4	128000,166,107,226	yes	fragmented	3	171,112,231	yes	byte-ish
43973	U+ABC5	ꯅ	3	3	166,107,227	yes	byte-ish	3	166,107,227	yes	byte-ish	3	166,107,227	yes	byte-ish	3	166,107,227	yes	byte-ish	4	128000,166,107,227	yes	fragmented	3	171,112,232	yes	byte-ish
43974	U+ABC6	ꯆ	3	3	166,107,228	yes	byte-ish	3	166,107,228	yes	byte-ish	3	166,107,228	yes	byte-ish	3	166,107,228	yes	byte-ish	4	128000,166,107,228	yes	fragmented	3	171,112,233	yes	byte-ish
43975	U+ABC7	ꯇ	3	3	166,107,229	yes	byte-ish	3	166,107,229	yes	byte-ish	3	166,107,229	yes	byte-ish	3	166,107,229	yes	byte-ish	4	128000,166,107,229	yes	fragmented	3	171,112,234	yes	byte-ish
43976	U+ABC8	ꯈ	3	3	166,107,230	yes	byte-ish	3	166,107,230	yes	byte-ish	3	166,107,230	yes	byte-ish	3	166,107,230	yes	byte-ish	4	128000,166,107,230	yes	fragmented	3	171,112,235	yes	byte-ish
43977	U+ABC9	ꯉ	3	3	166,107,231	yes	byte-ish	3	166,107,231	yes	byte-ish	3	166,107,231	yes	byte-ish	3	166,107,231	yes	byte-ish	4	128000,166,107,231	yes	fragmented	3	171,112,236	yes	byte-ish
43978	U+ABCA	ꯊ	3	3	166,107,232	yes	byte-ish	3	166,107,232	yes	byte-ish	3	166,107,232	yes	byte-ish	3	166,107,232	yes	byte-ish	4	128000,166,107,232	yes	fragmented	3	171,112,237	yes	byte-ish
43979	U+ABCB	ꯋ	3	3	166,107,233	yes	byte-ish	3	166,107,233	yes	byte-ish	3	166,107,233	yes	byte-ish	3	166,107,233	yes	byte-ish	4	128000,166,107,233	yes	fragmented	3	171,112,238	yes	byte-ish
43980	U+ABCC	ꯌ	3	3	166,107,234	yes	byte-ish	3	166,107,234	yes	byte-ish	3	166,107,234	yes	byte-ish	3	166,107,234	yes	byte-ish	4	128000,166,107,234	yes	fragmented	3	171,112,239	yes	byte-ish
43981	U+ABCD	ꯍ	3	3	166,107,235	yes	byte-ish	3	166,107,235	yes	byte-ish	3	166,107,235	yes	byte-ish	3	166,107,235	yes	byte-ish	4	128000,166,107,235	yes	fragmented	3	171,112,240	yes	byte-ish
43982	U+ABCE	ꯎ	3	3	166,107,236	yes	byte-ish	3	166,107,236	yes	byte-ish	3	166,107,236	yes	byte-ish	3	166,107,236	yes	byte-ish	4	128000,166,107,236	yes	fragmented	3	171,112,241	yes	byte-ish
43983	U+ABCF	ꯏ	3	3	166,107,237	yes	byte-ish	3	166,107,237	yes	byte-ish	3	166,107,237	yes	byte-ish	3	166,107,237	yes	byte-ish	4	128000,166,107,237	yes	fragmented	3	171,112,242	yes	byte-ish
43984	U+ABD0	ꯐ	3	3	166,107,238	yes	byte-ish	3	166,107,238	yes	byte-ish	3	166,107,238	yes	byte-ish	3	166,107,238	yes	byte-ish	4	128000,166,107,238	yes	fragmented	3	171,112,243	yes	byte-ish
43985	U+ABD1	ꯑ	3	3	166,107,239	yes	byte-ish	3	166,107,239	yes	byte-ish	3	166,107,239	yes	byte-ish	3	166,107,239	yes	byte-ish	4	128000,166,107,239	yes	fragmented	3	171,112,244	yes	byte-ish
43986	U+ABD2	ꯒ	3	3	166,107,240	yes	byte-ish	3	166,107,240	yes	byte-ish	3	166,107,240	yes	byte-ish	3	166,107,240	yes	byte-ish	4	128000,166,107,240	yes	fragmented	3	171,112,245	yes	byte-ish
43987	U+ABD3	ꯓ	3	3	166,107,241	yes	byte-ish	3	166,107,241	yes	byte-ish	3	166,107,241	yes	byte-ish	3	166,107,241	yes	byte-ish	4	128000,166,107,241	yes	fragmented	3	171,112,246	yes	byte-ish
43988	U+ABD4	ꯔ	3	3	166,107,242	yes	byte-ish	3	166,107,242	yes	byte-ish	3	166,107,242	yes	byte-ish	3	166,107,242	yes	byte-ish	4	128000,166,107,242	yes	fragmented	3	171,112,247	yes	byte-ish
43989	U+ABD5	ꯕ	3	3	166,107,243	yes	byte-ish	3	166,107,243	yes	byte-ish	3	166,107,243	yes	byte-ish	3	166,107,243	yes	byte-ish	4	128000,166,107,243	yes	fragmented	3	171,112,248	yes	byte-ish
43990	U+ABD6	ꯖ	3	3	166,107,244	yes	byte-ish	3	166,107,244	yes	byte-ish	3	166,107,244	yes	byte-ish	3	166,107,244	yes	byte-ish	4	128000,166,107,244	yes	fragmented	3	171,112,249	yes	byte-ish
